"","subject_id","rt","time_elapsed","prolific_id","cb","study_id","session_id","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","comments","rowtype","trialtype"
"2042","nbh7o84brz",49008.6999998093,897341,"6114669013dad4c4edfa689c",1,"668582e30cf76773d7ac09c4","668591cfb035aff881b2e478","50%","80%","50%","10%","group",1,0,0,0,"The lecturer did not talk about the paper",NA,"stim","c3"
"2043","nbh7o84brz",19409.0999999046,1036510,"6114669013dad4c4edfa689c",1,"668582e30cf76773d7ac09c4","668591cfb035aff881b2e478","80%","50%","10%","70%","group",0,0,0,0,"The postdoc did not attend",NA,"stim","c1"
"2044","nbh7o84brz",15732.5,1181437,"6114669013dad4c4edfa689c",1,"668582e30cf76773d7ac09c4","668591cfb035aff881b2e478","50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper",NA,"stim","d3"
"2045","nbh7o84brz",58756.4000000954,1314010,"6114669013dad4c4edfa689c",1,"668582e30cf76773d7ac09c4","668591cfb035aff881b2e478","80%","50%","10%","50%","job",0,1,0,0,"The candidate did not have skill A",NA,"stim","c2"
"2046","nbh7o84brz",23216.5,1419420,"6114669013dad4c4edfa689c",1,"668582e30cf76773d7ac09c4","668591cfb035aff881b2e478","50%","80%","50%","10%","cook",0,1,0,1,"The chef did not complete the main dish",NA,"stim","d2"
"2047","nbh7o84brz",18428.5999999046,1531684,"6114669013dad4c4edfa689c",0,"668582e30cf76773d7ac09c4","668591cfb035aff881b2e478","50%","10%","50%","80%","cook",0,0,0,1,"The chef did not complete the dessert",NA,"stim","d1"
"2048","nbh7o84brz",22755.5999999046,1638966,"6114669013dad4c4edfa689c",1,"668582e30cf76773d7ac09c4","668591cfb035aff881b2e478","80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper",NA,"stim","d6"
"2049","nbh7o84brz",19222.7999997139,1745793,"6114669013dad4c4edfa689c",1,"668582e30cf76773d7ac09c4","668591cfb035aff881b2e478","80%","50%","10%","50%","group",1,1,1,1,"The postdoc attended",NA,"stim","d7"
"2050","nbh7o84brz",22142.1999998093,1824709,"6114669013dad4c4edfa689c",0,"668582e30cf76773d7ac09c4","668591cfb035aff881b2e478","10%","70%","80%","50%","cook",1,1,1,0,"The main dish impressed the panel",NA,"stim","c5"
"2051","nbh7o84brz",27888.5,1906122,"6114669013dad4c4edfa689c",0,"668582e30cf76773d7ac09c4","668591cfb035aff881b2e478","50%","10%","50%","80%","cook",1,0,1,1,"The chef did not complete the main dish",NA,"stim","d5"
"2052","nbh7o84brz",60176.6999998093,2032241,"6114669013dad4c4edfa689c",0,"668582e30cf76773d7ac09c4","668591cfb035aff881b2e478","50%","10%","50%","80%","job",1,0,0,1,"The candidate did not have skill B",NA,"stim","d4"
"2053","nfmrpcwpdx",58293.6000000015,320027,"667c2175b570aa694ce2f63c",1,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","80%","50%","10%","70%","job",1,0,1,1,"The candidate demonstrated skill A",NA,"stim","d5"
"2054","nfmrpcwpdx",18790,438377,"667c2175b570aa694ce2f63c",0,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","50%","10%","50%","80%","cook",1,1,0,1,"The main dish did not impress the panel",NA,"stim","d6"
"2055","nfmrpcwpdx",49894.5999999978,565319,"667c2175b570aa694ce2f63c",0,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","10%","70%","80%","50%","job",0,1,1,1,"The candidate demonstrated skill B",NA,"stim","d3"
"2056","nfmrpcwpdx",10967.1999999993,667976,"667c2175b570aa694ce2f63c",0,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","10%","50%","80%","50%","cook",1,0,0,0,"The chef did not complete the main dish",NA,"stim","c3"
"2057","nfmrpcwpdx",8221.40000000224,722458,"667c2175b570aa694ce2f63c",1,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill A",NA,"stim","c1"
"2058","nfmrpcwpdx",14544.5,785197,"667c2175b570aa694ce2f63c",0,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","10%","70%","80%","50%","job",1,1,0,0,"The candidate did not demonstrate skill A",NA,"stim","c4"
"2059","nfmrpcwpdx",16292.1000000015,860474,"667c2175b570aa694ce2f63c",1,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","80%","50%","10%","70%","cook",1,1,1,0,"The main dish impressed the panel",NA,"stim","c5"
"2060","nfmrpcwpdx",9333.39999999851,928052,"667c2175b570aa694ce2f63c",1,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","80%","50%","10%","70%","job",0,1,0,0,"The candidate did not have skill A",NA,"stim","c2"
"2061","nfmrpcwpdx",16272.0999999978,984365,"667c2175b570aa694ce2f63c",1,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A",NA,"stim","d1"
"2062","nfmrpcwpdx",8888.80000000075,1040262,"667c2175b570aa694ce2f63c",0,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","10%","50%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill B",NA,"stim","d7"
"2063","nfmrpcwpdx",10253.5,1113728,"667c2175b570aa694ce2f63c",0,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","50%","10%","50%","80%","group",1,0,0,1,"The lecturer did not talk about the paper",NA,"stim","d4"
"2064","nfmrpcwpdx",1574.10000000149,1210378,"667c2175b570aa694ce2f63c",1,"668582e30cf76773d7ac09c4","66859411f21ee5ba3685dfc6","80%","50%","10%","70%","group",0,1,0,1,"The postdoc talked about the paper",NA,"stim","d2"
"2065","nop27bhzta",40598.6000000238,471035,"5e9027110aacc7320bd9a84b",0,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","10%","70%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper",NA,"stim","d3"
"2066","nop27bhzta",52206.1000000238,625587,"5e9027110aacc7320bd9a84b",0,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","10%","50%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish",NA,"stim","c1"
"2067","nop27bhzta",22741.5,709971,"5e9027110aacc7320bd9a84b",0,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper",NA,"stim","c4"
"2068","nop27bhzta",11926.8999999762,812004,"5e9027110aacc7320bd9a84b",1,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","50%","80%","50%","10%","job",1,1,0,1,"The candidate did not demonstrate skill B",NA,"stim","d6"
"2069","nop27bhzta",10309.6999999881,878314,"5e9027110aacc7320bd9a84b",0,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","10%","50%","80%","50%","cook",0,1,0,0,"The chef did not complete the main dish",NA,"stim","c2"
"2070","nop27bhzta",11126.7999999523,931927,"5e9027110aacc7320bd9a84b",0,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","50%","10%","50%","80%","cook",0,1,0,1,"The dessert did not impress the panel",NA,"stim","d2"
"2071","nop27bhzta",8797.60000002384,979614,"5e9027110aacc7320bd9a84b",0,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","10%","50%","80%","50%","cook",1,1,1,0,"The main dish impressed the panel",NA,"stim","c5"
"2072","nop27bhzta",3094.89999997616,1022246,"5e9027110aacc7320bd9a84b",0,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","10%","50%","80%","50%","group",1,1,1,1,"The lecturer attended",NA,"stim","d7"
"2073","nop27bhzta",4110.10000002384,1059549,"5e9027110aacc7320bd9a84b",0,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","10%","70%","80%","50%","group",1,0,0,1,"The lecturer did not talk about the paper",NA,"stim","d4"
"2074","nop27bhzta",3862.59999996424,1088451,"5e9027110aacc7320bd9a84b",1,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the main dish",NA,"stim","d1"
"2075","nop27bhzta",10357.6999999881,1143123,"5e9027110aacc7320bd9a84b",0,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","10%","50%","80%","50%","cook",1,0,1,1,"The main dish impressed the panel",NA,"stim","d5"
"2076","nop27bhzta",8774.90000003576,1185687,"5e9027110aacc7320bd9a84b",0,"668582e30cf76773d7ac09c4","6685a02db841df6b2764a8b3","10%","70%","80%","50%","cook",1,0,0,0,"The chef did not complete the dessert",NA,"stim","c3"
"2077","npvbn9czuj",20106,160304,"6672e877d5662b17658a93bf",1,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill B",NA,"stim","c5"
"2078","npvbn9czuj",8003.00000000003,233065,"6672e877d5662b17658a93bf",1,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","80%","50%","10%","70%","group",1,1,0,1,"The postdoc did not talk about the paper",NA,"stim","d6"
"2079","npvbn9czuj",10813,315065,"6672e877d5662b17658a93bf",1,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","80%","50%","10%","50%","cook",0,1,1,1,"The dessert impressed the panel",NA,"stim","d3"
"2080","npvbn9czuj",11911,366321,"6672e877d5662b17658a93bf",1,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","80%","50%","10%","50%","job",1,1,1,1,"The candidate had skill A",NA,"stim","d7"
"2081","npvbn9czuj",13801,415593,"6672e877d5662b17658a93bf",0,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","10%","70%","80%","50%","cook",0,0,0,0,"The chef did not complete the dessert",NA,"stim","c1"
"2082","npvbn9czuj",2463,441226,"6672e877d5662b17658a93bf",0,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","10%","70%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill A",NA,"stim","d2"
"2083","npvbn9czuj",7581,486982,"6672e877d5662b17658a93bf",1,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","50%","80%","50%","10%","group",0,0,0,1,"The lecturer did not attend",NA,"stim","d1"
"2084","npvbn9czuj",3085,510068,"6672e877d5662b17658a93bf",0,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","10%","50%","80%","50%","cook",1,0,0,0,"The chef did not complete the dessert",NA,"stim","c3"
"2085","npvbn9czuj",1307.00000000012,525398,"6672e877d5662b17658a93bf",1,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","80%","50%","10%","50%","job",0,1,0,0,"The candidate did not demonstrate skill A",NA,"stim","c2"
"2086","npvbn9czuj",3781.99999999988,549281,"6672e877d5662b17658a93bf",0,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","10%","50%","80%","50%","cook",1,0,1,1,"The main dish impressed the panel",NA,"stim","d5"
"2087","npvbn9czuj",2566,564006,"6672e877d5662b17658a93bf",0,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","50%","10%","50%","80%","cook",1,0,0,1,"The main dish did not impress the panel",NA,"stim","d4"
"2088","npvbn9czuj",5606,582544,"6672e877d5662b17658a93bf",0,"668582e30cf76773d7ac09c4","66859025ad2f7083a2f83e50","10%","50%","80%","50%","group",1,1,0,0,"The postdoc did not talk about the paper",NA,"stim","c4"
"2089","nxsvdjbdee",3023.20000000001,80967,"5f58b678d49cef03d3696884",1,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","50%","80%","50%","10%","job",0,0,0,0,"The candidate had skill A",NA,"stim","c1"
"2090","nxsvdjbdee",3319.29999999999,136943,"5f58b678d49cef03d3696884",1,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","80%","50%","10%","50%","group",0,0,0,1,"The postdoc did not talk about the paper",NA,"stim","d1"
"2091","nxsvdjbdee",1575.39999999997,168503,"5f58b678d49cef03d3696884",1,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B",NA,"stim","d3"
"2092","nxsvdjbdee",1335.29999999993,186023,"5f58b678d49cef03d3696884",1,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","80%","50%","10%","70%","group",1,0,1,1,"The lecturer attended",NA,"stim","d5"
"2093","nxsvdjbdee",38391.4,238999,"5f58b678d49cef03d3696884",0,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","10%","70%","80%","50%","job",0,1,0,0,"The candidate did not demonstrate skill B",NA,"stim","c2"
"2094","nxsvdjbdee",1135.30000000005,260270,"5f58b678d49cef03d3696884",0,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","50%","10%","50%","80%","job",1,1,0,0,"The candidate demonstrated skill B",NA,"stim","c4"
"2095","nxsvdjbdee",1319.5,280478,"5f58b678d49cef03d3696884",0,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","50%","10%","50%","80%","group",1,1,1,0,"The postdoc talked about the paper",NA,"stim","c5"
"2096","nxsvdjbdee",1439.40000000002,299630,"5f58b678d49cef03d3696884",1,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","80%","50%","10%","50%","cook",0,1,0,1,"The chef did not complete the main dish",NA,"stim","d2"
"2097","nxsvdjbdee",1639.30000000005,331575,"5f58b678d49cef03d3696884",1,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","80%","50%","10%","70%","job",1,0,0,1,"The candidate had skill A",NA,"stim","d4"
"2098","nxsvdjbdee",1271.20000000007,366583,"5f58b678d49cef03d3696884",0,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","50%","10%","50%","80%","group",1,1,0,1,"The postdoc talked about the paper",NA,"stim","d6"
"2099","nxsvdjbdee",1191.5,383159,"5f58b678d49cef03d3696884",1,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","80%","50%","10%","50%","job",1,1,1,1,"The candidate had skill A",NA,"stim","d7"
"2100","nxsvdjbdee",1495.5,402455,"5f58b678d49cef03d3696884",1,"668582e30cf76773d7ac09c4","66859238f65ad95b6b4436a6","50%","80%","50%","10%","cook",1,0,0,0,"The chef completed the main dish",NA,"stim","c3"
"2101","ny1uf1zzq2",19375,205078,"6655e364ffff4d877ac0d432",1,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill A",NA,"stim","c5"
"2102","ny1uf1zzq2",11007.6000000089,289334,"6655e364ffff4d877ac0d432",0,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","10%","50%","80%","50%","cook",0,1,0,1,"The dessert did not impress the panel",NA,"stim","d2"
"2103","ny1uf1zzq2",7087.30000001192,333669,"6655e364ffff4d877ac0d432",1,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","50%","80%","50%","10%","job",0,0,0,0,"The candidate did not have skill A",NA,"stim","c1"
"2104","ny1uf1zzq2",17623.3000000119,385701,"6655e364ffff4d877ac0d432",0,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","10%","70%","80%","50%","cook",1,1,0,1,"The main dish did not impress the panel",NA,"stim","d6"
"2105","ny1uf1zzq2",12471.5,448358,"6655e364ffff4d877ac0d432",0,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","10%","70%","80%","50%","group",0,1,0,0,"The lecturer did not attend",NA,"stim","c2"
"2106","ny1uf1zzq2",2727.40000000596,485981,"6655e364ffff4d877ac0d432",1,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A",NA,"stim","d1"
"2107","ny1uf1zzq2",1286.5,510397,"6655e364ffff4d877ac0d432",1,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","80%","50%","10%","70%","job",1,0,0,0,"The candidate did not have skill B",NA,"stim","c3"
"2108","ny1uf1zzq2",1855.20000000298,547701,"6655e364ffff4d877ac0d432",0,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","10%","50%","80%","50%","group",1,1,0,0,"The postdoc did not talk about the paper",NA,"stim","c4"
"2109","ny1uf1zzq2",1023.79999999702,579182,"6655e364ffff4d877ac0d432",1,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","80%","50%","10%","70%","job",0,1,1,1,"The candidate demonstrated skill B",NA,"stim","d3"
"2110","ny1uf1zzq2",1007.19999998808,607053,"6655e364ffff4d877ac0d432",0,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","50%","10%","50%","80%","cook",1,1,1,1,"The dessert impressed the panel",NA,"stim","d7"
"2111","ny1uf1zzq2",1159.20000000298,624645,"6655e364ffff4d877ac0d432",1,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","50%","80%","50%","10%","cook",1,0,0,1,"The main dish did not impress the panel",NA,"stim","d4"
"2112","ny1uf1zzq2",1079.19999998808,655189,"6655e364ffff4d877ac0d432",1,"668582e30cf76773d7ac09c4","66858ebb55fa6c07b7d4cff6","80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A",NA,"stim","d5"
"2113","o25an940gm",14433.1000000238,432173,"606dacfe6d1f7e5f2d0f330f",0,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","50%","10%","50%","80%","cook",0,1,0,1,"The chef completed the dessert",NA,"stim","d2"
"2114","o25an940gm",8331.30000001192,492722,"606dacfe6d1f7e5f2d0f330f",1,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","80%","50%","10%","70%","job",1,0,1,1,"The candidate had skill A",NA,"stim","d5"
"2115","o25an940gm",1682.19999998808,533857,"606dacfe6d1f7e5f2d0f330f",1,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","80%","50%","10%","50%","job",0,1,1,1,"The candidate did not have skill A",NA,"stim","d3"
"2116","o25an940gm",6598.39999997616,571073,"606dacfe6d1f7e5f2d0f330f",1,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","80%","50%","10%","70%","cook",1,0,0,0,"The chef completed the main dish",NA,"stim","c3"
"2117","o25an940gm",1630.39999997616,597106,"606dacfe6d1f7e5f2d0f330f",1,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","80%","50%","10%","50%","group",1,0,0,1,"The lecturer attended",NA,"stim","d4"
"2118","o25an940gm",1548.39999997616,619356,"606dacfe6d1f7e5f2d0f330f",0,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","10%","70%","80%","50%","job",0,1,0,0,"The candidate had skill B",NA,"stim","c2"
"2119","o25an940gm",1247.90000003576,649605,"606dacfe6d1f7e5f2d0f330f",1,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","80%","50%","10%","50%","cook",1,1,1,0,"The chef completed the main dish",NA,"stim","c5"
"2120","o25an940gm",1064.30000001192,672455,"606dacfe6d1f7e5f2d0f330f",1,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","80%","50%","10%","50%","cook",0,0,0,1,"The chef did not complete the main dish",NA,"stim","d1"
"2121","o25an940gm",1147.89999997616,692605,"606dacfe6d1f7e5f2d0f330f",1,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill A",NA,"stim","c1"
"2122","o25an940gm",1131.89999997616,710089,"606dacfe6d1f7e5f2d0f330f",0,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","10%","50%","80%","50%","job",1,1,0,1,"The candidate had skill A",NA,"stim","d6"
"2123","o25an940gm",1131.80000001192,730939,"606dacfe6d1f7e5f2d0f330f",1,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","80%","50%","10%","50%","job",1,1,0,0,"The candidate had skill A",NA,"stim","c4"
"2124","o25an940gm",1131.5,748023,"606dacfe6d1f7e5f2d0f330f",0,"668582e30cf76773d7ac09c4","668592fe4fa66050be409bea","10%","50%","80%","50%","group",1,1,1,1,"The postdoc attended",NA,"stim","d7"
"2125","o5lqz4x3cd",59897.900000006,231994,"6659820d37eb0f2c12699d9e",0,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","10%","50%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B",NA,"stim","d2"
"2126","o5lqz4x3cd",54522.6000000089,356000,"6659820d37eb0f2c12699d9e",1,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","80%","50%","10%","70%","job",1,0,0,0,"The candidate did not have skill B",NA,"stim","c3"
"2127","o5lqz4x3cd",45285.599999994,431962,"6659820d37eb0f2c12699d9e",0,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","10%","70%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper",NA,"stim","d3"
"2128","o5lqz4x3cd",8518.5,482467,"6659820d37eb0f2c12699d9e",0,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","10%","70%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill B",NA,"stim","d7"
"2129","o5lqz4x3cd",1621.90000000596,573853,"6659820d37eb0f2c12699d9e",1,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","50%","80%","50%","10%","group",1,0,0,1,"The lecturer did not talk about the paper",NA,"stim","d4"
"2130","o5lqz4x3cd",2670.5,593398,"6659820d37eb0f2c12699d9e",1,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","80%","50%","10%","50%","job",0,0,0,0,"The candidate did not have skill A",NA,"stim","c1"
"2131","o5lqz4x3cd",4603.70000000298,633554,"6659820d37eb0f2c12699d9e",1,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill B",NA,"stim","d1"
"2132","o5lqz4x3cd",1306.79999999702,662745,"6659820d37eb0f2c12699d9e",0,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","10%","70%","80%","50%","group",1,1,1,0,"The lecturer talked about the paper",NA,"stim","c5"
"2133","o5lqz4x3cd",1334.09999999404,695833,"6659820d37eb0f2c12699d9e",0,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","50%","10%","50%","80%","group",1,1,0,0,"The postdoc did not talk about the paper",NA,"stim","c4"
"2134","o5lqz4x3cd",8998.79999999702,737342,"6659820d37eb0f2c12699d9e",1,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish",NA,"stim","c2"
"2135","o5lqz4x3cd",4063.59999999404,765360,"6659820d37eb0f2c12699d9e",1,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","80%","50%","10%","70%","cook",1,1,0,1,"The main dish did not impress the panel",NA,"stim","d6"
"2136","o5lqz4x3cd",2757.79999999702,789779,"6659820d37eb0f2c12699d9e",0,"668582e30cf76773d7ac09c4","6685923b663cc6127bdc0b89","50%","10%","50%","80%","cook",1,0,1,1,"The main dish impressed the panel",NA,"stim","d5"
"2137","ogfalc9pqu",16655,363352,"61bb396840db417c1a138e3d",1,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","80%","50%","10%","70%","cook",0,1,1,1,"The dessert impressed the panel",NA,"stim","d3"
"2138","ogfalc9pqu",4919.5,450741,"61bb396840db417c1a138e3d",1,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","50%","80%","50%","10%","group",1,0,1,1,"The lecturer talked about the paper",NA,"stim","d5"
"2139","ogfalc9pqu",19657.8999999985,557412,"61bb396840db417c1a138e3d",0,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","50%","10%","50%","80%","job",1,1,0,0,"The candidate did not demonstrate skill A",NA,"stim","c4"
"2140","ogfalc9pqu",15081.900000006,637841,"61bb396840db417c1a138e3d",1,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B",NA,"stim","d6"
"2141","ogfalc9pqu",15767,728737,"61bb396840db417c1a138e3d",0,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","50%","10%","50%","80%","group",1,0,0,0,"The lecturer attended",NA,"stim","c3"
"2142","ogfalc9pqu",7803.89999999851,790330,"61bb396840db417c1a138e3d",0,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","50%","10%","50%","80%","group",1,1,1,0,"The postdoc talked about the paper",NA,"stim","c5"
"2143","ogfalc9pqu",11436.099999994,841747,"61bb396840db417c1a138e3d",0,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","50%","10%","50%","80%","job",0,0,0,1,"The candidate did not have skill A",NA,"stim","d1"
"2144","ogfalc9pqu",6943.59999999404,886139,"61bb396840db417c1a138e3d",1,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","80%","50%","10%","50%","group",0,1,0,1,"The postdoc did not talk about the paper",NA,"stim","d2"
"2145","ogfalc9pqu",5986.5,934044,"61bb396840db417c1a138e3d",0,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","10%","70%","80%","50%","group",1,0,0,1,"The lecturer did not talk about the paper",NA,"stim","d4"
"2146","ogfalc9pqu",1280.39999999851,955604,"61bb396840db417c1a138e3d",1,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","80%","50%","10%","70%","group",1,1,1,1,"The lecturer talked about the paper",NA,"stim","d7"
"2147","ogfalc9pqu",1266.29999999702,984187,"61bb396840db417c1a138e3d",0,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","10%","70%","80%","50%","job",0,1,0,0,"The candidate did not demonstrate skill B",NA,"stim","c2"
"2148","ogfalc9pqu",1217.80000000447,1010123,"61bb396840db417c1a138e3d",0,"668582e30cf76773d7ac09c4","6685a099f04c406cb27f9ec5","10%","70%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish",NA,"stim","c1"
"2149","onqgyw6l5w",61754,431695,"60205d8a88ba9165dda2b151",1,"668582e30cf76773d7ac09c4","66858ed007b81385ad914b00","80%","50%","10%","50%","job",1,0,0,0,"The candidate did not have skill B",NA,"stim","c3"
"2150","onqgyw6l5w",22942.8999999762,550176,"60205d8a88ba9165dda2b151",1,"668582e30cf76773d7ac09c4","66858ed007b81385ad914b00","80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend",NA,"stim","d1"
"2151","onqgyw6l5w",12354.1000000238,613386,"60205d8a88ba9165dda2b151",0,"668582e30cf76773d7ac09c4","66858ed007b81385ad914b00","50%","10%","50%","80%","job",0,1,1,1,"The candidate demonstrated skill B",NA,"stim","d3"
"2152","onqgyw6l5w",14946.5,661035,"60205d8a88ba9165dda2b151",1,"668582e30cf76773d7ac09c4","66858ed007b81385ad914b00","80%","50%","10%","70%","job",0,1,0,1,"The candidate did not demonstrate skill B",NA,"stim","d2"
"2153","onqgyw6l5w",18266.6000000238,715238,"60205d8a88ba9165dda2b151",0,"668582e30cf76773d7ac09c4","66858ed007b81385ad914b00","10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill B",NA,"stim","c5"
"2154","onqgyw6l5w",6922.70000004768,757845,"60205d8a88ba9165dda2b151",1,"668582e30cf76773d7ac09c4","66858ed007b81385ad914b00","80%","50%","10%","70%","group",0,1,0,0,"The postdoc did not talk about the paper",NA,"stim","c2"
"2155","onqgyw6l5w",5711.70000004768,789805,"60205d8a88ba9165dda2b151",1,"668582e30cf76773d7ac09c4","66858ed007b81385ad914b00","80%","50%","10%","70%","group",1,1,1,1,"The postdoc talked about the paper",NA,"stim","d7"
