"","mindsCode","tag","response","index","digit1","digit2","digit3","digit4","digit5","digit6","X","left","right","condObs"
"950","M587202","t110100","Parker favourite food is hot dogs so when he fancies a hot dog he goes to a hot dog stand just along the road.",1128,1,1,0,1,0,0,"Parker's favourite food is hot dogs so when he fancies a hot dog he goes to a hot dog stand just along the road. _ P=1","Parker's favourite food is hot dogs so when he fancies a hot dog he goes to a hot dog stand just along the road.","P=1","1101"
"951","M058076","t000110","The hot dog stand was quicker to get to as Adrian is lazy.",1129,0,0,0,1,1,0,"The hot dog stand was quicker to get to as Adrian is lazy. _ C=0","The hot dog stand was quicker to get to as Adrian is lazy.","C=0","0001"
"952","M058076","t001011","As Brooklyn is sporty he was happy to walk the extra distance to what I'd guess was his preferred food of hot dogs.",1130,0,0,1,0,1,1,"As Brooklyn is sporty he was happy to walk the extra distance to what I'd guess was his preferred food of hot dogs. _ C=1","As Brooklyn is sporty he was happy to walk the extra distance to what I'd guess was his preferred food of hot dogs.","C=1","0010"
"953","M058076","t010101","I think Charlie despite being lazy likes pizza a lot more than hot dogs so is prepared to walk further knowing where he can find his food of choice.",1131,0,1,0,1,0,1,"I think Charlie despite being lazy likes pizza a lot more than hot dogs so is prepared to walk further knowing where he can find his food of choice. _ P=0","I think Charlie despite being lazy likes pizza a lot more than hot dogs so is prepared to walk further knowing where he can find his food of choice.","P=0","0101"
"954","M058076","t111010","The fact that Taylor likes hot dogs a lot.",1132,1,1,1,0,1,0,"The fact that Taylor likes hot dogs a lot. _ P=1","The fact that Taylor likes hot dogs a lot.","P=1","1110"
"955","M058076","t100000","Not knowing the area well, Harper went for food at the only place he could see it.",1133,1,0,0,0,0,0,"Not knowing the area well, Harper went for food at the only place he could see it. _ K=0","Not knowing the area well, Harper went for food at the only place he could see it.","K=0","1000"
"956","M058076","t101001","Jesse wanted to earn his fast food by going on a long walk first as he is sporty.",1134,1,0,1,0,0,1,"Jesse wanted to earn his fast food by going on a long walk first as he is sporty. _ Cu=1","Jesse wanted to earn his fast food by going on a long walk first as he is sporty.","Cu=1","1010"
"957","M058076","t110111","I think maybe Harper didn't have any money but knowing the area well would know where a cash machine was and then made his way to his favourite food of hot dogs.",1135,1,1,0,1,1,1,"I think maybe Harper didn't have any money but knowing the area well would know where a cash machine was and then made his way to his favourite food of hot dogs. _ Su=1","I think maybe Harper didn't have any money but knowing the area well would know where a cash machine was and then made his way to his favourite food of hot dogs.","Su=1","1101"
"958","M058076","t011100","I think Drew prefers pizza and knows where he can find it.",1136,0,1,1,1,0,0,"I think Drew prefers pizza and knows where he can find it. _ P=0","I think Drew prefers pizza and knows where he can find it.","P=0","0111"
"959","M053971","t010001","Boredom, he took the longer way because he's bored",1137,0,1,0,0,0,1,"Boredom, he took the longer way because he's bored _ Cu=1","Boredom, he took the longer way because he's bored","Cu=1","0100"
"960","M053971","t001111","He wanted to challenge himself because he's sporty",1138,0,0,1,1,1,1,"He wanted to challenge himself because he's sporty _ C=1","He wanted to challenge himself because he's sporty","C=1","0011"
"961","M053971","t100100","They changed their mind and chose pizza",1139,1,0,0,1,0,0,"They changed their mind and chose pizza _ Pu=0","They changed their mind and chose pizza","Pu=0","1001"
"962","M053971","t111110","Their favourite food is hot dogs",1140,1,1,1,1,1,0,"Their favourite food is hot dogs _ P=1","Their favourite food is hot dogs","P=1","1111"
"963","M053971","t011000","He didn't feel like doing too much today",1141,0,1,1,0,0,0,"He didn't feel like doing too much today _ Cu=0","He didn't feel like doing too much today","Cu=0","0110"
"964","M053971","t110011","They decided not to be lazy",1142,1,1,0,0,1,1,"They decided not to be lazy _ Cu=1","They decided not to be lazy","Cu=1","1100"
"965","M085258","t100011","Harper loves Hotdogs and wanted them at that moment. Harper is not too fond of Pizza so opted to stick with his favourite food.",1145,1,0,0,0,1,1,"Harper loves Hotdogs and wanted them at that moment. Harper is not too fond of Pizza so opted to stick with his favourite food. _ Pu=1","Harper loves Hotdogs and wanted them at that moment. Harper is not too fond of Pizza so opted to stick with his favourite food.","Pu=1","1000"
"966","M085258","t011111","Drew doesn't mind trying different foods, however on this occasion he opted for Pizza. As he knows the area well de decided to bypass hotdogs for pizza.",1146,0,1,1,1,1,1,"Drew doesn't mind trying different foods, however on this occasion he opted for Pizza. As he knows the area well he decided to bypass hotdogs for pizza. _ Pu=0","Drew doesn't mind trying different foods, however on this occasion he opted for Pizza. As he knows the area well he decided to bypass hotdogs for pizza.","Pu=0","0111"
"967","M085258","t000001","Adrian considered hotdogs but when he reached the stand he changed his mind. He knew where the pizza stand was because of where he began his route. So he decided to have pizza instead of hotdogs.",1147,0,0,0,0,0,1,"Adrian considered hotdogs but when he reached the stand he changed his mind. He knew where the pizza stand was because of where he began his route. So he decided to have pizza instead of hotdogs. _ Su=0","Adrian considered hotdogs but when he reached the stand he changed his mind. He knew where the pizza stand was because of where he began his route. So he decided to have pizza instead of hotdogs.","Su=0","0000"
"968","M085258","t001110","Brooklyn opted for hotdogs due to have weak understand of the area. Brooklyn must have thought there may not be a food stand nearby and must have been hungry.",1148,0,0,1,1,1,0,"Brooklyn opted for hotdogs due to having weak understanding of the area. Brooklyn must have thought there may not be a food stand nearby and must have been hungry. _ K=0","Brooklyn opted for hotdogs due to having weak understanding of the area. Brooklyn must have thought there may not be a food stand nearby and must have been hungry.","K=0","0011"
"969","M085258","t111101","Taylor must've altered his mind when he approached his favourite food. Knowing the area well, Taylor decided to have Pizza instead as it is around the corner.",1149,1,1,1,1,0,1,"Taylor must've altered his mind when he approached his favourite food. Knowing the area well, Taylor decided to have Pizza instead as it is around the corner. _ Pu=0","Taylor must've altered his mind when he approached his favourite food. Knowing the area well, Taylor decided to have Pizza instead as it is around the corner.","Pu=0","1111"
"970","M085258","t010000","Charlie opted for Pizza over Hotdogs. Pizza was more nearby and due to Charlie being lazy it would have been the ideal choice for Charlie.",1150,0,1,0,0,0,0,"Charlie opted for Pizza over Hotdogs. Pizza was more nearby and due to Charlie being lazy it would have been the ideal choice for Charlie. _ C=0","Charlie opted for Pizza over Hotdogs. Pizza was more nearby and due to Charlie being lazy it would have been the ideal choice for Charlie.","C=0","0100"
"971","M085258","t110010","Parker wanted his favourite food, even though he is lazy the difference from Pizza to hotdog would'nt have exerted much of his energy.",1151,1,1,0,0,1,0,"Parker wanted his favourite food, even though he is lazy the difference from Pizza to hotdog wouldn't have exerted much of his energy. _ P=1","Parker wanted his favourite food, even though he is lazy the difference from Pizza to hotdog wouldn't have exerted much of his energy.","P=1","1100"
"972","M085258","t101100","Although favourite food is hotdog, Jesse decided to try something else in the area of unknown. Jess was feeling adventurous and thought let us see where this path leads to. Jesse eventually arrived at Pizza stand and decided to have that instead.",1152,1,0,1,1,0,0,"Although favourite food is hotdog, Jesse decided to try something else in the area of unknown. Jesse was feeling adventurous and thought let us see where this path leads to. Jesse eventually arrived at Pizza stand and decided to have that instead. _ Ku=1","Although favourite food is hotdog, Jesse decided to try something else in the area of unknown. Jesse was feeling adventurous and thought let us see where this path leads to. Jesse eventually arrived at Pizza stand and decided to have that instead.","Ku=1","1011"
"973","M072298","t110001","I am not sure with this one at all!",1154,1,1,0,0,0,1,"I am not sure with this one at all! _ Unclear","I am not sure with this one at all!","Unclear","1100"
"974","M072298","t001101","Brooklyn wants to take exercise to get his food",1155,0,0,1,1,0,1,"Brooklyn wants to take exercise to get his food _ Cu=1","Brooklyn wants to take exercise to get his food","Cu=1","0011"
"975","M072298","t010111","Charlie likes hotdogs",1156,0,1,0,1,1,1,"Charlie likes hotdogs _ P=1","Charlie likes hotdogs","P=1","0101"
"976","M072298","t000000","Charlie is lazy",1157,0,0,0,0,0,0,"Charlie is lazy _ C=0","Charlie is lazy","C=0","0000"
"977","M072298","t011110","Drew prefers hotdogs",1158,0,1,1,1,1,0,"Drew prefers hotdogs _ P=1","Drew prefers hotdogs","P=1","0111"
"978","M072298","t101011","Jesse wants to exercise to enjoy his hotdogs",1160,1,0,1,0,1,1,"Jesse wants to exercise to enjoy his hotdogs _ Cu=1","Jesse wants to exercise to enjoy his hotdogs","Cu=1","1010"
"979","M158702","t100100","This person went to the pizza stand",1161,1,0,0,1,0,0,"This person went to the pizza stand _ Unclear","This person went to the pizza stand","Unclear","1001"
"980","M158702","t101101","Jesse does not know the route well of the area that it why  he passed his favourite spot.",1162,1,0,1,1,0,1,"Jesse does not know the route well of the area that is why he passed his favourite spot. _ K=0","Jesse does not know the route well of the area that is why he passed his favourite spot.","K=0","1011"
"981","M158702","t001111","Brooklyn is finding his way aound the area",1163,0,0,1,1,1,1,"Brooklyn is finding his way around the area _ Ku=1","Brooklyn is finding his way around the area","Ku=1","0011"
"982","M158702","t111110","Taylor got his favourite spot in the area",1164,1,1,1,1,1,0,"Taylor got his favourite spot in the area _ P=1","Taylor got his favourite spot in the area","P=1","1111"
"983","M158702","t110011","Parker probably want to see the environment properly",1165,1,1,0,0,1,1,"Parker probably wants to see the environment properly _ Ku=1","Parker probably wants to see the environment properly","Ku=1","1100"
"984","M158702","t010001","Charlie walks around the area to site see the environment",1166,0,1,0,0,0,1,"Charlie walks around the area to sightsee the environment _ Ku=1","Charlie walks around the area to sightsee the environment","Ku=1","0100"
"985","M158702","t011000","Drew is trying to know his favourite spot",1167,0,1,1,0,0,0,"Drew is trying to know his favourite spot _ Ku=1","Drew is trying to know his favourite spot","Ku=1","0110"
"986","M158702","t000010","The easiest way to get his favorite spot",1168,0,0,0,0,1,0,"The easiest way to get his favorite spot _ C=0","The easiest way to get his favorite spot","C=0","0000"
"987","M833871","t001001","As Brooklyn don't know the area well, they may have wanted to see what options they had, other than pizza, but then after having walked around the houses and seen the other option, decided to go to the pizza truck.",1169,0,0,1,0,0,1,"As Brooklyn doesn't know the area well, they may have wanted to see what options they had, other than pizza, but then after having walked around the houses and seen the other option, decided to go to the pizza truck. _ Ku=1","As Brooklyn doesn't know the area well, they may have wanted to see what options they had, other than pizza, but then after having walked around the houses and seen the other option, decided to go to the pizza truck.","Ku=1","0010"
"988","M833871","t010011","Although Charlie is lazy, he knows the area well and so it's likely he knew where the hot dog truck was and decided to walk around the houses to the hot dog truck to get his preffered meal.",1170,0,1,0,0,1,1,"Although Charlie is lazy, he knows the area well and so it's likely he knew where the hot dog truck was and decided to walk around the houses to the hot dog truck to get his preferred meal. _ K=1","Although Charlie is lazy, he knows the area well and so it's likely he knew where the hot dog truck was and decided to walk around the houses to the hot dog truck to get his preferred meal.","K=1","0100"
"989","M833871","t110101","The hot dog truck may have been closed as they are Parker's favourite food and he walked straight passed it.",1172,1,1,0,1,0,1,"The hot dog truck may have been closed as they are Parker's favourite food and he walked straight past it. _ Su=0","The hot dog truck may have been closed as they are Parker's favourite food and he walked straight past it.","Su=0","1101"
"990","M833871","t100110","Harper started walking in one direction as they don't know the area well and were lucky to find this truck sold hot dogs which are their favourite food.",1175,1,0,0,1,1,0,"Harper started walking in one direction as they don't know the area well and were lucky to find this truck sold hot dogs which are their favourite food. _ K=0","Harper started walking in one direction as they don't know the area well and were lucky to find this truck sold hot dogs which are their favourite food.","K=0","1001"
"991","M523527","t101000","Jesse was so hungry that he decided to buy food from the first truck he saw. He doesn't know the area enough to know where the hot dog stand is based.",1177,1,0,1,0,0,0,"Jesse was so hungry that he decided to buy food from the first truck he saw. He doesn't know the area enough to know where the hot dog stand is based. _ Su=1","Jesse was so hungry that he decided to buy food from the first truck he saw. He doesn't know the area enough to know where the hot dog stand is based.","Su=1","1010"
"992","M523527","t000101","Adrian dislikes hotdogs to the point that he would rather avoid them, even when he considers himself lazy.",1178,0,0,0,1,0,1,"Adrian dislikes hotdogs to the point that he would rather avoid them, even when he considers himself lazy. _ P=1","Adrian dislikes hotdogs to the point that he would rather avoid them, even when he considers himself lazy.","P=1","0001"
"993","M523527","t110110","Parker loves hotdogs and he knows where the hot dog stand is.",1179,1,1,0,1,1,0,"Parker loves hotdogs and he knows where the hot dog stand is. _ P=1","Parker loves hotdogs and he knows where the hot dog stand is.","P=1","1101"
"994","M523527","t001010","Brooklyn simply explored the area and discovered a hot dog stand that captured their eye.",1182,0,0,1,0,1,0,"Brooklyn simply explored the area and discovered a hot dog stand that captured their eye. _ Ku=1","Brooklyn simply explored the area and discovered a hot dog stand that captured their eye.","Ku=1","0010"
"995","M523527","t011011","Drew likes walking outside and since he's sporty. He considers it a fun activity. He took a break at the hot dog stand to have a hot dog as a snack before he went on another walk around his neighbourhood.",1183,0,1,1,0,1,1,"Drew likes walking outside and since he's sporty. He considers it a fun activity. He took a break at the hot dog stand to have a hot dog as a snack before he went on another walk around his neighbourhood. _ C=1","Drew likes walking outside and since he's sporty. He considers it a fun activity. He took a break at the hot dog stand to have a hot dog as a snack before he went on another walk around his neighbourhood.","C=1","0110"
"996","M523527","t010100","Charlie lives on pizza and knows that the location is around the corner. So he goes there to get his favourite treat.",1184,0,1,0,1,0,0,"Charlie lives on pizza and knows that the location is around the corner. So he goes there to get his favourite treat. _ P=0","Charlie lives on pizza and knows that the location is around the corner. So he goes there to get his favourite treat.","P=0","0101"
"997","M007251","t110000","They are lazy",1185,1,1,0,0,0,0,"They are lazy _ C=0","They are lazy","C=0","1100"
"998","M007251","t000111","They dont know the area",1186,0,0,0,1,1,1,"They don't know the area _ K=0","They don't know the area","K=0","0001"
"999","M007251","t111011","They wanted to exercise",1187,1,1,1,0,1,1,"They wanted to exercise _ Cu=1","They wanted to exercise","Cu=1","1110"
"1000","M007251","t101010","Their favourite food is hot dogs",1188,1,0,1,0,1,0,"Their favourite food is hot dogs _ P=1","Their favourite food is hot dogs","P=1","1010"
"1001","M007251","t100001","They don't know the area well",1189,1,0,0,0,0,1,"They don't know the area well _ K=0","They don't know the area well","K=0","1000"
"1002","M007251","t011101","They wanted to exercise",1190,0,1,1,1,0,1,"They wanted to exercise _ Cu=1","They wanted to exercise","Cu=1","0111"
"1003","M007251","t001100","Their favourite food is pizza",1191,0,0,1,1,0,0,"Their favourite food is pizza _ P=0","Their favourite food is pizza","P=0","0011"
"1004","M780935","t011111","Because Drew knows his way around he is familiar with the food van placement and being a sporty fellow thought he would get some exercise by taking the long way round",1193,0,1,1,1,1,1,"Because Drew knows his way around he is familiar with the food van placement and being a sporty fellow thought he would get some exercise by taking the long way round _ Cu=1","Because Drew knows his way around he is familiar with the food van placement and being a sporty fellow thought he would get some exercise by taking the long way round","Cu=1","0111"
"1005","M780935","t000001","Adrian, in an attempt to find something to eat, got lost because he doean't know the area and had to take the long way round to the pizza cart. Being a lazy fellow, he would have eaten hot dogs but unfortunately the vendor had sold out.",1194,0,0,0,0,0,1,"Adrian, in an attempt to find something to eat, got lost because he doesn't know the area and had to take the long way round to the pizza cart. Being a lazy fellow, he would have eaten hot dogs but unfortunately the vendor had sold out. _ Su=0","Adrian, in an attempt to find something to eat, got lost because he doesn't know the area and had to take the long way round to the pizza cart. Being a lazy fellow, he would have eaten hot dogs but unfortunately the vendor had sold out.","Su=0","0000"
"1006","M780935","t100011","Harper, not knowing the area well spots a pizza pop-up eatery down the street and asks the vendor where the nearest hot dog stand is situated because they are his favourite food. However he is lazy and doean't want to walk far, but the hunger for hot dogs got the better of him and he takes a walk to the stand",1195,1,0,0,0,1,1,"Harper, not knowing the area well spots a pizza pop-up eatery down the street and asks the vendor where the nearest hot dog stand is situated because they are his favourite food. However he is lazy and doesn't want to walk far, but the hunger for hot dogs got the better of him and he takes a walk to the stand _ P=1","Harper, not knowing the area well spots a pizza pop-up eatery down the street and asks the vendor where the nearest hot dog stand is situated because they are his favourite food. However he is lazy and doesn't want to walk far, but the hunger for hot dogs got the better of him and he takes a walk to the stand","P=1","1000"
"1007","M780935","t111101","Taylor takes his daily stroll to the hot dog stand at the end of his street to consume his favourite food. The vendor has promised to take a hot dog to the pizza seller around the corner and knowing Taylor is a sporty individual offers him a half price hot dog if he delivers another hot dog to the pizza seller.",1196,1,1,1,1,0,1,"Taylor takes his daily stroll to the hot dog stand at the end of his street to consume his favourite food. The vendor has promised to take a hot dog to the pizza seller around the corner and knowing Taylor is a sporty individual offers him a half price hot dog if he delivers another hot dog to the pizza seller. _ Su=1","Taylor takes his daily stroll to the hot dog stand at the end of his street to consume his favourite food. The vendor has promised to take a hot dog to the pizza seller around the corner and knowing Taylor is a sporty individual offers him a half price hot dog if he delivers another hot dog to the pizza seller.","Su=1","1111"
"1008","M780935","t010000","Charlie is particularly hungry today and the smell from the pizza cart has him salivating and with the cart only being two houses away he doesn't have to expend too much energy.",1198,0,1,0,0,0,0,"Charlie is particularly hungry today and the smell from the pizza cart has him salivating and with the cart only being two houses away he doesn't have to expend too much energy. _ Su=1","Charlie is particularly hungry today and the smell from the pizza cart has him salivating and with the cart only being two houses away he doesn't have to expend too much energy.","Su=1","0100"
"1009","M780935","t001110","Brooklyn is a physical, sporty individual and he has been to the gym already this morning and is now hungry. He doesn't know the area but can see a hot dog stand down the street.",1199,0,0,1,1,1,0,"Brooklyn is a physical, sporty individual and he has been to the gym already this morning and is now hungry. He doesn't know the area but can see a hot dog stand down the street. _ S=1","Brooklyn is a physical, sporty individual and he has been to the gym already this morning and is now hungry. He doesn't know the area but can see a hot dog stand down the street.","S=1","0011"
"1010","M780935","t101100","Jesse is new to the area and is keen to find his way around, he can see the hot dog stand at the end of the street, but having eaten hot dogs for severalm days decides to take a jog around to see what else is on offer",1200,1,0,1,1,0,0,"Jesse is new to the area and is keen to find his way around, he can see the hot dog stand at the end of the street, but having eaten hot dogs for several days decides to take a jog around to see what else is on offer _ Pu=0","Jesse is new to the area and is keen to find his way around, he can see the hot dog stand at the end of the street, but having eaten hot dogs for several days decides to take a jog around to see what else is on offer","Pu=0","1011"
"1011","M551967","t011001","Dre knows the area and route to the Pizza building",1201,0,1,1,0,0,1,"Drew knows the area and route to the Pizza building _ K=1","Drew knows the area and route to the Pizza building","K=1","0110"
"1012","M551967","t010010","Charlies know the area to the pizza building but due to his laziness, he is not ready to go",1202,0,1,0,0,1,0,"Charlie knows the area to the pizza building but due to his laziness, he is not ready to go _ C=0","Charlie knows the area to the pizza building but due to his laziness, he is not ready to go","C=0","0100"
"1013","M551967","t000011","Adrian is a lazy person although he doe not know the area to the pizza building",1203,0,0,0,0,1,1,"Adrian is a lazy person although he does not know the area to the pizza building _ K=0","Adrian is a lazy person although he does not know the area to the pizza building","K=0","0000"
"1014","M551967","t110100","The favorite food of parkers is hot dog, he knows the area to get it but due to his laziness, he is not ready to go",1204,1,1,0,1,0,0,"The favourite food of Parker is hot dog, he knows the area to get it but due to his laziness, he is not ready to go _ C=0","The favourite food of Parker is hot dog, he knows the area to get it but due to his laziness, he is not ready to go","C=0","1101"
"1015","M551967","t101110","The favorite food of jesse is hot dog, he is a sporty and lazy person so he his not ready to go for it",1206,1,0,1,1,1,0,"The favourite food of Jesse is hot dog, he is a sporty and lazy person so he is not ready to go for it _ Unclear","The favourite food of Jesse is hot dog, he is a sporty and lazy person so he is not ready to go for it","Unclear","1011"
"1016","M551967","t001000","Brookly is sporty but does not know the area well so as to go and procure the hot dog",1207,0,0,1,0,0,0,"Brooklyn is sporty but does not know the area well so as to go and procure the hot dog _ K=0","Brooklyn is sporty but does not know the area well so as to go and procure the hot dog","K=0","0010"
"1017","M697784","t001011","Walk to the left, up the road, turn left and walk ahead.",1209,0,0,1,0,1,1,"Walk to the left, up the road, turn left and walk ahead. _ Unclear","Walk to the left, up the road, turn left and walk ahead.","Unclear","0010"
"1018","M697784","t010101","Walk to the right, down the road, turn left and keep walking.",1211,0,1,0,1,0,1,"Walk to the right, down the road, turn left and keep walking. _ Unclear","Walk to the right, down the road, turn left and keep walking.","Unclear","0101"
"1019","M697784","t110111","Walk to the left, down the right, turn right, keeping ahead and then up the road.",1212,1,1,0,1,1,1,"Walk to the left, down the road, turn right, keeping ahead and then up the road. _ Unclear","Walk to the left, down the road, turn right, keeping ahead and then up the road.","Unclear","1101"
"1020","M697784","t011100","To the left, down the road, turn right and walk ahead.",1215,0,1,1,1,0,0,"To the left, down the road, turn right and walk ahead. _ Unclear","To the left, down the road, turn right and walk ahead.","Unclear","0111"
"1021","M697784","t101001","Walk to the right, then up and then turn left, straight ahead, down the road and turn left again.",1216,1,0,1,0,0,1,"Walk to the right, then up and then turn left, straight ahead, down the road and turn left again. _ Unclear","Walk to the right, then up and then turn left, straight ahead, down the road and turn left again.","Unclear","1010"
"1022","M268789","t111000","They decided to try something new today.",1217,1,1,1,0,0,0,"They decided to try something new today. _ Pu=0","They decided to try something new today.","Pu=0","1110"
"1023","M268789","t001001","They wanted to explore their surroundings.",1218,0,0,1,0,0,1,"They wanted to explore their surroundings. _ Ku=1","They wanted to explore their surroundings.","Ku=1","0010"
"1024","M268789","t101111","They wanted to explore the area and come back to their favourite food.",1219,1,0,1,1,1,1,"They wanted to explore the area and come back to their favourite food. _ Ku=1","They wanted to explore the area and come back to their favourite food.","Ku=1","1011"
"1025","M268789","t010011","Hotdogs may be their favourite food.",1220,0,1,0,0,1,1,"Hotdogs may be their favourite food. _ P=1","Hotdogs may be their favourite food.","P=1","0100"
"1026","M268789","t011010","They like hotdogs",1222,0,1,1,0,1,0,"They like hotdogs _ P=1","They like hotdogs","P=1","0110"
"1027","M268789","t110101","They wanted a change",1224,1,1,0,1,0,1,"They wanted a change _ Pu=0","They wanted a change","Pu=0","1101"
"1028","M085827","t001010","The hot dog stand was further away from them and they wanted to have a walk as well.",1225,0,0,1,0,1,0,"The hot dog stand was further away from them and they wanted to have a walk as well. _ Cu=1","The hot dog stand was further away from them and they wanted to have a walk as well.","Cu=1","0010"
"1029","M085827","t110110","They were too lazy to walk to the pizza stand. Hot dog stand was closer.",1226,1,1,0,1,1,0,"They were too lazy to walk to the pizza stand. Hot dog stand was closer. _ C=0","They were too lazy to walk to the pizza stand. Hot dog stand was closer.","C=0","1101"
"1030","M085827","t000101","Wanted to have hot dogs, but the stand was shut.",1230,0,0,0,1,0,1,"Wanted to have hot dogs, but the stand was shut. _ Su=0","Wanted to have hot dogs, but the stand was shut.","Su=0","0001"
"1031","M085827","t100111","They got confused by the GPS, but still wanted hot dogs.",1231,1,0,0,1,1,1,"They got confused by the GPS, but still wanted hot dogs. _ Pu=1","They got confused by the GPS, but still wanted hot dogs.","Pu=1","1001"
"1032","M085827","t101000","It was raining and they didn't feel like walking all the way to the hot dog stand in the rain.",1232,1,0,1,0,0,0,"It was raining and they didn't feel like walking all the way to the hot dog stand in the rain. _ Su=0","It was raining and they didn't feel like walking all the way to the hot dog stand in the rain.","Su=0","1010"
"1033","M244093","t011101","Wanted to exert more energy before eating",1233,0,1,1,1,0,1,"Wanted to exert more energy before eating _ Cu=1","Wanted to exert more energy before eating","Cu=1","0111"
"1034","M244093","t000111","prefers hotdogs over pizza though neither are his favorite",1235,0,0,0,1,1,1,"prefers hotdogs over pizza though neither are his favorite _ P=1","prefers hotdogs over pizza though neither are his favorite","P=1","0001"
"1035","M244093","t100001","wanted to explore the area",1236,1,0,0,0,0,1,"wanted to explore the area _ Ku=1","wanted to explore the area","Ku=1","1000"
"1036","M244093","t110000","pizza was a closer distance",1237,1,1,0,0,0,0,"pizza was a closer distance _ S=0","pizza was a closer distance","S=0","1100"
"1037","M244093","t010110","prefers hotdogs",1238,0,1,0,1,1,0,"prefers hotdogs _ P=1","prefers hotdogs","P=1","0101"
"1038","M244093","t111011","wanted to exert extra energy before eating",1239,1,1,1,0,1,1,"wanted to exert extra energy before eating _ Cu=1","wanted to exert extra energy before eating","Cu=1","1110"
"1039","M244093","t101010","perfers hotdogs over pizza",1240,1,0,1,0,1,0,"prefers hotdogs over pizza _ P=1","prefers hotdogs over pizza","P=1","1010"
"1040","M157738","t111100","they want nearest food",1245,1,1,1,1,0,0,"they want nearest food _ C=0","they want nearest food","C=0","1111"
"1041","M157738","t010111","they want exercise then hot dog",1246,0,1,0,1,1,1,"they want exercise then hot dog _ Cu=1","they want exercise then hot dog","Cu=1","0101"
"1042","M157738","t101011","they want exercise then hot dog",1247,1,0,1,0,1,1,"they want exercise then hot dog _ Cu=1","they want exercise then hot dog","Cu=1","1010"
"1043","M157738","t001101","they want exercise then pizza",1248,0,0,1,1,0,1,"they want exercise then pizza _ Cu=1","they want exercise then pizza","Cu=1","0011"
"1044","M826328","t101110","His favourite food is hot dogs and he can see the hotdog stand",1257,1,0,1,1,1,0,"His favourite food is hot dogs and he can see the hotdog stand _ P=1","His favourite food is hot dogs and he can see the hotdog stand","P=1","1011"
"1045","M826328","t110100","The pizza stand is closer",1258,1,1,0,1,0,0,"The pizza stand is closer _ S=0","The pizza stand is closer","S=0","1101"
"1046","M826328","t001000","They don't know the area so just has pizza",1260,0,0,1,0,0,0,"They don't know the area so just has pizza _ K=0","They don't know the area so just has pizza","K=0","0010"
"1047","M826328","t011001","He doesn't like  hot dogs",1261,0,1,1,0,0,1,"He doesn't like hot dogs _ P=0","He doesn't like hot dogs","P=0","0110"
"1048","M826328","t111111","He wants to get some steps in so goes the long way",1262,1,1,1,1,1,1,"He wants to get some steps in so goes the long way _ Cu=1","He wants to get some steps in so goes the long way","Cu=1","1111"
"1049","M826328","t000011","He doesn't like pizza and wants to see if there is more choice",1263,0,0,0,0,1,1,"He doesn't like pizza and wants to see if there is more choice _ P=1","He doesn't like pizza and wants to see if there is more choice","P=1","0000"
"1050","M826328","t010010","He prefers hot dogs",1264,0,1,0,0,1,0,"He prefers hot dogs _ P=1","He prefers hot dogs","P=1","0100"
"1051","M519454","t000010","They were unaware that a pizza place was closer.",1267,0,0,0,0,1,0,"They were unaware that a pizza place was closer. _ K=0","They were unaware that a pizza place was closer.","K=0","0000"
"1052","M519454","t011000","Drew knows that the pizza is better than the hot dogs.",1268,0,1,1,0,0,0,"Drew knows that the pizza is better than the hot dogs. _ P=0","Drew knows that the pizza is better than the hot dogs.","P=0","0110"
"1053","M519454","t100100","Harper knows that the hot dogs aren't very good from this stand.",1269,1,0,0,1,0,0,"Harper knows that the hot dogs aren't very good from this stand. _ Su=0","Harper knows that the hot dogs aren't very good from this stand.","Su=0","1001"
"1054","M519454","t110011","Parker wanted to see if there was a queue at the pizza stand but decided to stick with hot dogs",1271,1,1,0,0,1,1,"Parker wanted to see if there was a queue at the pizza stand but decided to stick with hot dogs _ Pu=1","Parker wanted to see if there was a queue at the pizza stand but decided to stick with hot dogs","Pu=1","1100"
"1055","M080084","t001110","Brooklyn saw the Hotdog stall and went there as that is all they knew",1273,0,0,1,1,1,0,"Brooklyn saw the Hotdog stall and went there as that is all they knew _ K=0","Brooklyn saw the Hotdog stall and went there as that is all they knew","K=0","0011"
"1056","M080084","t101100","Jesse was out for a run and came across a Pizza stall",1274,1,0,1,1,0,0,"Jesse was out for a run and came across a Pizza stall _ Cu=1","Jesse was out for a run and came across a Pizza stall","Cu=1","1011"
"1057","M080084","t111101","Taylor was out for a long run in the area he knew and after a while decided to stop for pizza",1275,1,1,1,1,0,1,"Taylor was out for a long run in the area he knew and after a while decided to stop for pizza _ Cu=1","Taylor was out for a long run in the area he knew and after a while decided to stop for pizza","Cu=1","1111"
"1058","M080084","t010000","Charlie went to the closest food truck",1276,0,1,0,0,0,0,"Charlie went to the closest food truck _ C=0","Charlie went to the closest food truck","C=0","0100"
"1059","M080084","t110010","Parker went to his favourite food stall",1277,1,1,0,0,1,0,"Parker went to his favourite food stall _ P=1","Parker went to his favourite food stall","P=1","1100"
"1060","M080084","t100011","Harper doesn't like Pizza so walked around until he found something",1278,1,0,0,0,1,1,"Harper doesn't like Pizza so walked around until he found something _ P=0","Harper doesn't like Pizza so walked around until he found something","P=0","1000"
"1061","M080084","t000001","Adrian walk around to find something he liked, he eventually settled on pizza",1279,0,0,0,0,0,1,"Adrian walked around to find something he liked, he eventually settled on pizza _ Pu=0","Adrian walked around to find something he liked, he eventually settled on pizza","Pu=0","0000"
