"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype","structure","ans"
"1521","h3w4x8qga8",1,"80%","50%","10%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"1522","h3w4x8qga8",0,"50%","10%","50%","80%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"1523","h3w4x8qga8",1,"80%","50%","10%","70%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"1524","h3w4x8qga8",0,"50%","10%","50%","80%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3
"1525","h76x48pb2b",0,"10%","70%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1","disjunctive",6
"1526","h76x48pb2b",0,"10%","50%","80%","50%","group",1,1,1,1,"The postdoc attended","d7","disjunctive",5
"1527","h76x48pb2b",1,"80%","50%","10%","50%","cook",0,1,0,1,"The chef did not complete the main dish","d2","disjunctive",2
"1528","h76x48pb2b",0,"10%","50%","80%","50%","cook",1,1,1,0,"The chef completed the dessert","c5","conjunctive",5
"1529","h76x48pb2b",0,"10%","70%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8
"1530","h76x48pb2b",0,"10%","70%","80%","50%","job",1,1,0,0,"The candidate did not have skill B","c4","conjunctive",6
"1531","h76x48pb2b",0,"50%","10%","50%","80%","group",0,0,0,0,"The postdoc did not attend","c1","conjunctive",6
"1532","h76x48pb2b",1,"50%","80%","50%","10%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"1533","h76x48pb2b",1,"50%","80%","50%","10%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"1534","h76x48pb2b",1,"50%","80%","50%","10%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"1535","h76x48pb2b",0,"50%","10%","50%","80%","job",1,0,0,1,"The candidate did not have skill B","d4","disjunctive",6
"1536","h76x48pb2b",0,"50%","10%","50%","80%","cook",0,1,0,0,"The chef completed the main dish","c2","conjunctive",1
"1537","hlybnopz9m",1,"80%","50%","10%","50%","job",1,1,1,0,"The candidate had skill A","c5","conjunctive",1
"1538","hlybnopz9m",1,"80%","50%","10%","50%","cook",1,0,1,1,"The chef completed the main dish","d5","disjunctive",1
"1539","hlybnopz9m",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2
"1540","hlybnopz9m",1,"80%","50%","10%","70%","job",1,1,0,1,"The candidate demonstrated skill B","d6","disjunctive",7
"1541","hlybnopz9m",0,"10%","70%","80%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"1542","hlybnopz9m",1,"80%","50%","10%","70%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"1543","hlybnopz9m",1,"50%","80%","50%","10%","cook",0,0,0,1,"The main dish did not impress the panel","d1","disjunctive",4
"1544","hlybnopz9m",1,"50%","80%","50%","10%","job",1,1,1,1,"The candidate demonstrated skill A","d7","disjunctive",3
"1545","hlybnopz9m",0,"10%","70%","80%","50%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6
"1546","hlybnopz9m",1,"80%","50%","10%","70%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"1547","hlybnopz9m",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not have skill A","d2","disjunctive",2
"1548","hlybnopz9m",0,"10%","70%","80%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"1549","hq0w3rwfl4",1,"80%","50%","10%","70%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7
"1550","hq0w3rwfl4",1,"50%","80%","50%","10%","job",1,0,0,0,"The candidate had skill A","c3","conjunctive",1
"1551","hq0w3rwfl4",1,"80%","50%","10%","70%","job",1,0,0,1,"The candidate did not have skill B","d4","disjunctive",6
"1552","hq0w3rwfl4",0,"50%","10%","50%","80%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"1553","hq0w3rwfl4",1,"80%","50%","10%","70%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7
"1554","hq0w3rwfl4",0,"10%","70%","80%","50%","group",0,0,0,1,"The lecturer attended","d1","disjunctive",1
"1555","hq0w3rwfl4",1,"50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"1556","hq0w3rwfl4",0,"10%","70%","80%","50%","job",1,1,0,1,"The candidate did not have skill B","d6","disjunctive",6
"1557","hq0w3rwfl4",0,"10%","50%","80%","50%","group",0,0,0,0,"The postdoc attended","c1","conjunctive",5
"1558","hq0w3rwfl4",0,"10%","70%","80%","50%","group",0,1,0,1,"The lecturer talked about the paper","d2","disjunctive",3
"1559","hq0w3rwfl4",1,"80%","50%","10%","70%","group",1,0,1,1,"The postdoc did not attend","d5","disjunctive",6
"1560","hq0w3rwfl4",1,"50%","80%","50%","10%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"1561","hqnzxajcqo",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4
"1562","hqnzxajcqo",0,"10%","50%","80%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3
"1563","hqnzxajcqo",0,"10%","70%","80%","50%","cook",1,1,1,0,"The dessert impressed the panel","c5","conjunctive",7
"1564","hqnzxajcqo",1,"50%","80%","50%","10%","job",0,0,0,1,"The candidate did not demonstrate skill A","d1","disjunctive",4
"1565","hqnzxajcqo",0,"10%","50%","80%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"1566","hqnzxajcqo",0,"10%","70%","80%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"1567","hqnzxajcqo",1,"80%","50%","10%","70%","cook",1,1,0,0,"The dessert did not impress the panel","c4","conjunctive",8
"1568","hqnzxajcqo",1,"80%","50%","10%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"1569","hqnzxajcqo",1,"50%","80%","50%","10%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2
"1570","hqnzxajcqo",1,"50%","80%","50%","10%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"1571","hqnzxajcqo",1,"80%","50%","10%","70%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8
"1572","hqnzxajcqo",1,"80%","50%","10%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"1573","htwgg3husn",0,"10%","50%","80%","50%","cook",1,1,0,1,"The dessert did not impress the panel","d6","disjunctive",8
"1574","htwgg3husn",1,"50%","80%","50%","10%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"1575","htwgg3husn",1,"50%","80%","50%","10%","group",1,1,1,1,"The postdoc attended","d7","disjunctive",5
"1576","htwgg3husn",1,"80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the dessert","d1","disjunctive",6
"1577","htwgg3husn",0,"10%","50%","80%","50%","cook",1,0,0,1,"The chef did not complete the dessert","d4","disjunctive",6
"1578","htwgg3husn",1,"50%","80%","50%","10%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2
"1579","htwgg3husn",0,"50%","10%","50%","80%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","conjunctive",4
"1580","htwgg3husn",0,"50%","10%","50%","80%","group",1,1,1,0,"The postdoc attended","c5","conjunctive",5
"1581","htwgg3husn",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"1582","htwgg3husn",1,"80%","50%","10%","70%","job",0,1,0,1,"The candidate did not have skill A","d2","disjunctive",2
"1583","htwgg3husn",1,"80%","50%","10%","50%","cook",1,1,0,0,"The main dish did not impress the panel","c4","conjunctive",4
"1584","htwgg3husn",0,"50%","10%","50%","80%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"1585","hw7x0umwqc",0,"10%","70%","80%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"1586","hw7x0umwqc",1,"80%","50%","10%","50%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7
"1587","hw7x0umwqc",1,"80%","50%","10%","70%","group",1,1,1,0,"The postdoc talked about the paper","c5","conjunctive",7
"1588","hw7x0umwqc",0,"10%","70%","80%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"1589","hw7x0umwqc",1,"80%","50%","10%","70%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"1590","hw7x0umwqc",1,"80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the dessert","d1","disjunctive",6
"1591","hw7x0umwqc",1,"80%","50%","10%","70%","cook",0,1,0,0,"The dessert did not impress the panel","c2","conjunctive",8
"1592","hw7x0umwqc",0,"50%","10%","50%","80%","group",0,1,0,1,"The lecturer did not attend","d2","disjunctive",2
"1593","hw7x0umwqc",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4
"1594","hw7x0umwqc",1,"80%","50%","10%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4
"1595","hw7x0umwqc",0,"50%","10%","50%","80%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3","conjunctive",4
"1596","hw7x0umwqc",1,"80%","50%","10%","50%","job",0,0,0,0,"The candidate did not demonstrate skill A","c1","conjunctive",4
"1597","hxzx57dzgt",0,"10%","70%","80%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"1598","hxzx57dzgt",1,"50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"1599","hxzx57dzgt",1,"50%","80%","50%","10%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"1600","hxzx57dzgt",1,"80%","50%","10%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2
"1601","hxzx57dzgt",0,"10%","70%","80%","50%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7
"1602","hxzx57dzgt",1,"80%","50%","10%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4
"1603","hxzx57dzgt",1,"80%","50%","10%","70%","cook",1,0,0,0,"The main dish did not impress the panel","c3","conjunctive",4
"1604","hxzx57dzgt",0,"10%","50%","80%","50%","cook",1,1,0,1,"The dessert did not impress the panel","d6","disjunctive",8
"1605","hxzx57dzgt",1,"50%","80%","50%","10%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2
"1606","hxzx57dzgt",1,"50%","80%","50%","10%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"1607","hxzx57dzgt",1,"50%","80%","50%","10%","group",1,1,1,0,"The lecturer talked about the paper","c5","conjunctive",3
"1608","hxzx57dzgt",1,"50%","80%","50%","10%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"1609","j08le7mv2j",1,"50%","80%","50%","10%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8
"1610","j08le7mv2j",1,"80%","50%","10%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"1611","j08le7mv2j",1,"80%","50%","10%","70%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"1612","j08le7mv2j",1,"80%","50%","10%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","conjunctive",7
"1613","j08le7mv2j",1,"50%","80%","50%","10%","group",0,0,0,1,"The postdoc did not talk about the paper","d1","disjunctive",8
"1614","j08le7mv2j",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not have skill B","d4","disjunctive",6
"1615","j08le7mv2j",1,"50%","80%","50%","10%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8
"1616","j08le7mv2j",1,"80%","50%","10%","50%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2
"1617","j08le7mv2j",0,"10%","70%","80%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3
"1618","j08le7mv2j",1,"80%","50%","10%","70%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"1619","j08le7mv2j",1,"80%","50%","10%","70%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"1620","j08le7mv2j",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"1621","j0q1uxpg7r",0,"10%","70%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1","conjunctive",6
"1622","j0q1uxpg7r",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3
"1623","j0q1uxpg7r",1,"50%","80%","50%","10%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8
"1624","j0q1uxpg7r",0,"10%","70%","80%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"1625","j0q1uxpg7r",0,"50%","10%","50%","80%","job",0,0,0,1,"The candidate did not have skill B","d1","disjunctive",6
"1626","j0q1uxpg7r",1,"50%","80%","50%","10%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"1627","j0q1uxpg7r",0,"10%","70%","80%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4
"1628","j0q1uxpg7r",0,"10%","70%","80%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"1629","j0q1uxpg7r",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8
"1630","j0q1uxpg7r",0,"10%","70%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"1631","j0q1uxpg7r",0,"10%","50%","80%","50%","group",0,1,0,0,"The lecturer did not attend","c2","conjunctive",2
"1632","j0q1uxpg7r",1,"50%","80%","50%","10%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","disjunctive",4
"1633","j9e90807km",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8
"1634","j9e90807km",0,"10%","70%","80%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"1635","j9e90807km",0,"10%","50%","80%","50%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7
"1636","j9e90807km",1,"80%","50%","10%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"1637","j9e90807km",1,"50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"1638","j9e90807km",0,"50%","10%","50%","80%","group",1,1,1,0,"The lecturer talked about the paper","c5","conjunctive",3
"1639","j9e90807km",0,"10%","70%","80%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4
"1640","j9e90807km",1,"80%","50%","10%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4","conjunctive",8
"1641","j9e90807km",0,"10%","70%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"1642","j9e90807km",0,"10%","50%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"1643","j9e90807km",1,"80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2
"1644","j9e90807km",0,"50%","10%","50%","80%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2
"1645","jkej8zebrz",0,"50%","10%","50%","80%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4
"1646","jkej8zebrz",0,"50%","10%","50%","80%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"1647","jkej8zebrz",0,"50%","10%","50%","80%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7
"1648","jkej8zebrz",0,"50%","10%","50%","80%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"1649","jkej8zebrz",0,"50%","10%","50%","80%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4
"1650","jkej8zebrz",0,"10%","70%","80%","50%","cook",0,0,0,1,"The chef did not complete the dessert","d1","disjunctive",6
"1651","jkej8zebrz",0,"10%","50%","80%","50%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","disjunctive",8
"1652","jkej8zebrz",1,"80%","50%","10%","50%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8
"1653","jkej8zebrz",1,"80%","50%","10%","50%","job",0,1,0,0,"The candidate did not have skill A","c2","conjunctive",2
"1654","jkej8zebrz",0,"50%","10%","50%","80%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"1655","jkej8zebrz",0,"10%","50%","80%","50%","cook",0,0,0,0,"The chef did not complete the dessert","c1","conjunctive",6
"1656","jkej8zebrz",0,"50%","10%","50%","80%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"1657","jp751z6vgq",0,"50%","10%","50%","80%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"1658","jp751z6vgq",1,"50%","80%","50%","10%","job",0,0,0,1,"The candidate did not demonstrate skill A","d1","disjunctive",4
"1659","jp751z6vgq",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4
"1660","jp751z6vgq",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not demonstrate skill B","c3","conjunctive",8
"1661","jp751z6vgq",1,"80%","50%","10%","70%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"1662","jp751z6vgq",1,"80%","50%","10%","70%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"1663","jp751z6vgq",0,"10%","70%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"1664","jp751z6vgq",1,"80%","50%","10%","70%","cook",0,0,0,0,"The chef did not complete the dessert","c1","conjunctive",6
"1665","jp751z6vgq",0,"50%","10%","50%","80%","cook",1,1,0,1,"The dessert did not impress the panel","d6","disjunctive",8
"1666","jp751z6vgq",1,"80%","50%","10%","70%","job",0,1,0,0,"The candidate did not demonstrate skill B","c2","conjunctive",8
"1667","jp751z6vgq",0,"10%","70%","80%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4
"1668","jp751z6vgq",0,"10%","70%","80%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7","disjunctive",3
"1669","jqja0r8ssw",1,"50%","80%","50%","10%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2
"1670","jqja0r8ssw",0,"10%","70%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","disjunctive",4
"1671","jqja0r8ssw",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"1672","jqja0r8ssw",0,"50%","10%","50%","80%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4
"1673","jqja0r8ssw",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8
"1674","jqja0r8ssw",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2
"1675","jqja0r8ssw",1,"80%","50%","10%","70%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"1676","jqja0r8ssw",0,"50%","10%","50%","80%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8
"1677","jqja0r8ssw",1,"80%","50%","10%","70%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"1678","jqja0r8ssw",0,"10%","50%","80%","50%","group",0,1,0,0,"The lecturer did not attend","c2","conjunctive",2
"1679","jqja0r8ssw",0,"10%","50%","80%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"1680","jqja0r8ssw",0,"50%","10%","50%","80%","cook",1,1,1,1,"The main dish impressed the panel","d7","disjunctive",3
"1681","jrnzo9m8c2",0,"50%","10%","50%","80%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"1682","jrnzo9m8c2",1,"80%","50%","10%","70%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"1683","jrnzo9m8c2",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2
"1684","jrnzo9m8c2",0,"50%","10%","50%","80%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"1685","jrnzo9m8c2",0,"10%","70%","80%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4
"1686","jrnzo9m8c2",1,"50%","80%","50%","10%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"1687","jrnzo9m8c2",1,"80%","50%","10%","70%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","conjunctive",4
"1688","jrnzo9m8c2",1,"80%","50%","10%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2
"1689","jrnzo9m8c2",1,"50%","80%","50%","10%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4
"1690","jrnzo9m8c2",1,"80%","50%","10%","70%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","conjunctive",8
"1691","jrnzo9m8c2",1,"80%","50%","10%","50%","job",1,1,1,0,"The candidate had skill A","c5","conjunctive",1
"1692","jrnzo9m8c2",0,"50%","10%","50%","80%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"1693","jtbunj4kg8",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2
"1694","jtbunj4kg8",1,"50%","80%","50%","10%","group",0,1,0,0,"The lecturer did not attend","c2","conjunctive",2
"1695","jtbunj4kg8",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill B","d1","disjunctive",6
"1696","jtbunj4kg8",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3
"1697","jtbunj4kg8",0,"10%","70%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"1698","jtbunj4kg8",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"1699","jtbunj4kg8",0,"10%","70%","80%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"1700","jtbunj4kg8",1,"80%","50%","10%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4
"1701","jtbunj4kg8",1,"50%","80%","50%","10%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"1702","jtbunj4kg8",0,"10%","70%","80%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"1703","jtbunj4kg8",0,"10%","70%","80%","50%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","disjunctive",8
"1704","jtbunj4kg8",1,"80%","50%","10%","70%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"1705","jvpte2hw1k",0,"50%","10%","50%","80%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"1706","jvpte2hw1k",0,"10%","50%","80%","50%","job",0,0,0,1,"The candidate did not have skill B","d1","disjunctive",6
"1707","jvpte2hw1k",0,"10%","70%","80%","50%","job",0,0,0,0,"The candidate had skill B","c1","conjunctive",5
"1708","jvpte2hw1k",1,"80%","50%","10%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"1709","jvpte2hw1k",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4
"1710","jvpte2hw1k",0,"10%","70%","80%","50%","cook",0,1,0,0,"The dessert did not impress the panel","c2","conjunctive",8
"1711","jvpte2hw1k",0,"10%","70%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"1712","jvpte2hw1k",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8
"1713","jvpte2hw1k",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"1714","jvpte2hw1k",1,"80%","50%","10%","50%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"1715","jvpte2hw1k",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","conjunctive",6
"1716","jvpte2hw1k",0,"50%","10%","50%","80%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"1717","jvxhw3813w",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"1718","jvxhw3813w",1,"80%","50%","10%","70%","group",1,0,0,0,"The lecturer talked about the paper","c3","conjunctive",3
"1719","jvxhw3813w",1,"80%","50%","10%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"1720","jvxhw3813w",0,"50%","10%","50%","80%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8
"1721","jvxhw3813w",1,"80%","50%","10%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7","disjunctive",3
"1722","jvxhw3813w",0,"10%","70%","80%","50%","job",0,1,0,0,"The candidate did not demonstrate skill B","c2","conjunctive",8
"1723","jvxhw3813w",0,"10%","50%","80%","50%","group",0,0,0,0,"The lecturer did not talk about the paper","c1","conjunctive",4
"1724","jvxhw3813w",1,"80%","50%","10%","70%","group",1,1,0,1,"The postdoc talked about the paper","d6","disjunctive",7
"1725","jvxhw3813w",1,"80%","50%","10%","70%","cook",1,0,0,1,"The main dish impressed the panel","d4","disjunctive",3
"1726","jvxhw3813w",0,"50%","10%","50%","80%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2
"1727","jvxhw3813w",1,"80%","50%","10%","70%","cook",1,1,1,0,"The dessert impressed the panel","c5","conjunctive",7
"1728","jvxhw3813w",1,"50%","80%","50%","10%","cook",1,1,0,0,"The main dish impressed the panel","c4","conjunctive",3
"1729","k2offxa1n9",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","conjunctive",6
"1730","k2offxa1n9",0,"50%","10%","50%","80%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"1731","k2offxa1n9",0,"50%","10%","50%","80%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7
"1732","k2offxa1n9",0,"50%","10%","50%","80%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8
"1733","k2offxa1n9",1,"50%","80%","50%","10%","cook",1,1,1,1,"The main dish impressed the panel","d7","disjunctive",3
"1734","k2offxa1n9",1,"50%","80%","50%","10%","cook",0,0,0,1,"The chef completed the main dish","d1","disjunctive",1
"1735","k2offxa1n9",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef completed the main dish","c1","conjunctive",1
"1736","k2offxa1n9",0,"10%","70%","80%","50%","cook",1,1,0,0,"The main dish did not impress the panel","c4","conjunctive",4
"1737","k2offxa1n9",0,"10%","70%","80%","50%","group",1,0,1,1,"The lecturer attended","d5","disjunctive",1
"1738","k2offxa1n9",0,"10%","70%","80%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4
"1739","k2offxa1n9",1,"80%","50%","10%","70%","cook",0,1,1,1,"The chef completed the dessert","d3","disjunctive",5
"1740","k2offxa1n9",0,"10%","50%","80%","50%","cook",0,1,0,0,"The dessert impressed the panel","c2","conjunctive",7
"1741","k5nlfxsdf7",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
