"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype","probgroup","ans","isPerm","anscb","ansVar","ansVar2","ansVar3"
"353","anwfnwgazr",1,"80%","50%","10%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","1",7,TRUE,3,"Au","Au=1","Au=1"
"354","anwfnwgazr",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"355","anwfnwgazr",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","1",2,TRUE,6,"B","B","B=0"
"356","anwfnwgazr",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"357","anwfnwgazr",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1","1",2,TRUE,6,"B","B","B=0"
"358","ao465efu0o",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill B","c5","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"359","ao465efu0o",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate demonstrated skill A","d7","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"360","ao465efu0o",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"361","ao465efu0o",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"362","auur0vu0hb",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"363","auur0vu0hb",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"364","auur0vu0hb",0,"10%","50%","80%","50%","cook",1,1,1,0,"The chef completed the main dish","c5","1",1,TRUE,1,"A","A","A=1"
"365","auur0vu0hb",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","1",2,TRUE,6,"B","B","B=0"
"366","auur0vu0hb",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate had skill A","d5","1",1,TRUE,5,"B","B","B=1"
"367","auur0vu0hb",0,"10%","50%","80%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"368","auur0vu0hb",0,"10%","50%","80%","50%","job",0,1,0,0,"The candidate did not have skill A","c2","1",2,TRUE,2,"A","A","A=0"
"369","axbe67sosu",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1","1",2,TRUE,6,"B","B","B=0"
"370","axbe67sosu",0,"10%","50%","80%","50%","group",1,0,0,1,"The postdoc did not attend","d4","1",6,TRUE,6,"B","B","B=0"
"371","axbe67sosu",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"372","axbe67sosu",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"373","axxhuzmwon",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","1",2,TRUE,6,"B","B","B=0"
"374","axxhuzmwon",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"375","axxhuzmwon",0,"10%","50%","80%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","1",6,TRUE,6,"B","B","B=0"
"376","axxhuzmwon",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"377","axxhuzmwon",0,"10%","50%","80%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","1",3,TRUE,3,"Au","Au=1","Au=1"
"378","ay09r9muqw",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"379","ay09r9muqw",1,"80%","50%","10%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"380","ay09r9muqw",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1","1",2,TRUE,6,"B","B","B=0"
"381","ay09r9muqw",0,"10%","50%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1","1",6,TRUE,6,"B","B","B=0"
"382","ay09r9muqw",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","1",8,TRUE,4,"Au","Au=0","Au=0"
"383","ay09r9muqw",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"384","ay09r9muqw",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"385","b18x5yfu4g",1,"80%","50%","10%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","1",6,TRUE,2,"A","A","A=0"
"386","b18x5yfu4g",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"387","b18x5yfu4g",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1","1",6,TRUE,6,"B","B","B=0"
"388","b87469p6cc",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1","1",2,TRUE,6,"B","B","B=0"
"389","b87469p6cc",1,"80%","50%","10%","50%","group",1,1,1,0,"The lecturer attended","c5","1",1,TRUE,5,"B","B","B=1"
"390","b87469p6cc",0,"10%","50%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"391","b87469p6cc",0,"10%","50%","80%","50%","job",0,0,0,1,"The candidate did not demonstrate skill B","d1","1",8,FALSE,8,"Bu","Bu=0","Bu=0"
"392","bd3x6cg4tf",1,"80%","50%","10%","50%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","1",8,TRUE,4,"Au","Au=0","Au=0"
"393","bfdwqp3aa4",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate had skill A","c3","1",1,FALSE,5,"B","B","B=1"
"394","bfdwqp3aa4",0,"10%","50%","80%","50%","group",0,1,0,1,"The lecturer did not attend","d2","1",2,TRUE,2,"A","A","A=0"
"395","bfdwqp3aa4",1,"80%","50%","10%","50%","cook",1,1,0,0,"The main dish did not impress the panel","c4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"396","bfdwqp3aa4",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1","1",2,TRUE,6,"B","B","B=0"
"397","bfdwqp3aa4",0,"10%","50%","80%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","1",4,TRUE,4,"Au","Au=0","Au=0"
"398","bqeng8n1rm",1,"80%","50%","10%","50%","cook",1,1,0,0,"The main dish did not impress the panel","c4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"399","bqeng8n1rm",0,"10%","50%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1","1",6,TRUE,6,"B","B","B=0"
"400","bqeng8n1rm",0,"10%","50%","80%","50%","cook",0,0,0,1,"The dessert did not impress the panel","d1","1",8,FALSE,8,"Bu","Bu=0","Bu=0"
"401","bqeng8n1rm",1,"80%","50%","10%","50%","group",1,1,1,0,"The lecturer talked about the paper","c5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"402","bu7ba6c6uj",0,"10%","50%","80%","50%","group",0,1,0,1,"The lecturer did not attend","d2","1",2,TRUE,2,"A","A","A=0"
"403","bu7ba6c6uj",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill A","d7","1",3,TRUE,3,"Au","Au=1","Au=1"
"404","bu7ba6c6uj",1,"80%","50%","10%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","1",6,TRUE,2,"A","A","A=0"
"405","bu7ba6c6uj",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the dessert","d1","1",6,TRUE,6,"B","B","B=0"
"406","bxjn6wm3ru",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","1",2,TRUE,6,"B","B","B=0"
"407","bxjn6wm3ru",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill A","c5","1",3,TRUE,3,"Au","Au=1","Au=1"
"408","bxjn6wm3ru",0,"10%","50%","80%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"409","cvew52n2ky",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"410","cvew52n2ky",0,"10%","50%","80%","50%","group",1,0,0,0,"The lecturer did not attend","c3","1",2,FALSE,2,"A","A","A=0"
"411","cvew52n2ky",0,"10%","50%","80%","50%","cook",1,1,0,0,"The main dish did not impress the panel","c4","1",4,TRUE,4,"Au","Au=0","Au=0"
"412","cvew52n2ky",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef completed the main dish","c2","1",1,FALSE,5,"B","B","B=1"
"413","cvew52n2ky",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate had skill A","d7","1",1,TRUE,1,"A","A","A=1"
"414","cvew52n2ky",0,"10%","50%","80%","50%","group",0,1,1,1,"The lecturer did not attend","d3","1",2,FALSE,2,"A","A","A=0"
"415","d1pvrry4qf",0,"10%","50%","80%","50%","job",0,0,0,1,"The candidate did not demonstrate skill B","d1","1",8,FALSE,8,"Bu","Bu=0","Bu=0"
"416","d1pvrry4qf",0,"10%","50%","80%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","1",4,TRUE,4,"Au","Au=0","Au=0"
"417","d1pvrry4qf",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"418","dau3yg24ot",1,"80%","50%","10%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"419","dau3yg24ot",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate had skill A","d7","1",1,TRUE,5,"B","B","B=1"
"420","dau3yg24ot",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill B","d1","1",6,TRUE,2,"A","A","A=0"
"421","dau3yg24ot",1,"80%","50%","10%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"422","dau3yg24ot",0,"10%","50%","80%","50%","cook",1,1,1,0,"The main dish impressed the panel","c5","1",3,TRUE,3,"Au","Au=1","Au=1"
"423","dgo1kzk0r9",1,"80%","50%","10%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"424","dgo1kzk0r9",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","1",2,TRUE,6,"B","B","B=0"
"425","dgo1kzk0r9",1,"80%","50%","10%","50%","group",1,0,1,1,"The postdoc talked about the paper","d5","1",7,FALSE,3,"Au","Au=1","Au=1"
"426","dgo1kzk0r9",0,"10%","50%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"427","dn2dr6uogu",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1","1",2,TRUE,6,"B","B","B=0"
"428","dn2dr6uogu",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"429","dn2dr6uogu",0,"10%","50%","80%","50%","group",1,1,1,0,"The lecturer talked about the paper","c5","1",3,TRUE,3,"Au","Au=1","Au=1"
"430","dn2dr6uogu",1,"80%","50%","10%","50%","group",0,1,0,0,"The postdoc attended","c2","1",5,FALSE,1,"A","A","A=1"
"431","dn2dr6uogu",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"432","dn2dr6uogu",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"433","dnolw4crgb",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not demonstrate skill A","c1","1",4,FALSE,4,"Au","Au=0","Au=0"
"434","dnolw4crgb",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer attended","d5","1",1,TRUE,1,"A","A","A=1"
"435","dnolw4crgb",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1","1",6,TRUE,6,"B","B","B=0"
"436","dnolw4crgb",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not have skill A","d2","1",2,TRUE,6,"B","B","B=0"
"437","dnolw4crgb",0,"10%","50%","80%","50%","job",1,0,0,1,"The candidate did not have skill B","d4","1",6,TRUE,6,"B","B","B=0"
"438","dqwr0lcj39",0,"10%","50%","80%","50%","group",0,1,0,0,"The postdoc attended","c2","1",5,FALSE,5,"B","B","B=1"
"439","dqwr0lcj39",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer attended","d7","1",1,TRUE,5,"B","B","B=1"
"440","dsl37ubkqv",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"441","dsl37ubkqv",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the dessert","c1","1",6,TRUE,2,"A","A","A=0"
"442","dsl37ubkqv",0,"10%","50%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"443","dv0whnktlt",1,"80%","50%","10%","50%","cook",1,1,1,0,"The chef completed the dessert","c5","1",5,TRUE,1,"A","A","A=1"
"444","dv0whnktlt",1,"80%","50%","10%","50%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","1",8,TRUE,4,"Au","Au=0","Au=0"
"445","dv0whnktlt",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not have skill A","c1","1",2,TRUE,2,"A","A","A=0"
"446","dw313kkz0w",1,"80%","50%","10%","50%","cook",1,0,0,1,"The chef did not complete the dessert","d4","1",6,TRUE,2,"A","A","A=0"
"447","dw313kkz0w",0,"10%","50%","80%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"448","dw313kkz0w",1,"80%","50%","10%","50%","cook",1,1,1,1,"The dessert impressed the panel","d7","1",7,TRUE,3,"Au","Au=1","Au=1"
"449","dxovy1msvp",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"450","dxovy1msvp",1,"80%","50%","10%","50%","cook",1,1,1,0,"The chef completed the dessert","c5","1",5,TRUE,1,"A","A","A=1"
"451","dxovy1msvp",0,"10%","50%","80%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"452","dxovy1msvp",0,"10%","50%","80%","50%","job",0,1,0,0,"The candidate demonstrated skill B","c2","1",7,FALSE,7,"Bu","Bu=1","Bu=1"
"453","dxovy1msvp",0,"10%","50%","80%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","1",4,TRUE,4,"Au","Au=0","Au=0"
"454","e00b0dq7kj",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the dessert","d1","1",6,TRUE,6,"B","B","B=0"
"455","e00b0dq7kj",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"456","e00b0dq7kj",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"457","e00b0dq7kj",0,"10%","50%","80%","50%","cook",0,0,0,0,"The chef did not complete the dessert","c1","1",6,TRUE,6,"B","B","B=0"
"458","ejgkp5uxdm",0,"10%","50%","80%","50%","cook",1,1,1,0,"The chef completed the main dish","c5","1",1,TRUE,1,"A","A","A=1"
"459","ejgkp5uxdm",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1","1",2,TRUE,6,"B","B","B=0"
"460","ejgkp5uxdm",1,"80%","50%","10%","50%","group",1,0,0,0,"The lecturer did not attend","c3","1",2,FALSE,6,"B","B","B=0"
"461","ejgkp5uxdm",0,"10%","50%","80%","50%","job",0,1,0,1,"The candidate did not have skill A","d2","1",2,TRUE,2,"A","A","A=0"
"462","ejyy0c2ekv",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate had skill A","c3","1",1,FALSE,1,"A","A","A=1"
"463","ejyy0c2ekv",1,"80%","50%","10%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","1",8,TRUE,4,"Au","Au=0","Au=0"
"464","ejyy0c2ekv",0,"10%","50%","80%","50%","job",1,0,0,1,"The candidate did not have skill B","d4","1",6,TRUE,6,"B","B","B=0"
"465","elrrrz93za",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate had skill B","c5","1",5,TRUE,5,"B","B","B=1"
"466","elrrrz93za",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","1",2,TRUE,6,"B","B","B=0"
"467","elrrrz93za",0,"10%","50%","80%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7","1",3,TRUE,3,"Au","Au=1","Au=1"
"468","enksa1xboo",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"469","enksa1xboo",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill B","d1","1",6,TRUE,2,"A","A","A=0"
"470","enksa1xboo",0,"10%","50%","80%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"471","enksa1xboo",1,"80%","50%","10%","50%","job",0,0,0,0,"The candidate did not have skill A","c1","1",2,TRUE,6,"B","B","B=0"
"472","epdz9z6nxn",0,"10%","50%","80%","50%","cook",1,1,1,1,"The chef completed the main dish","d7","1",1,TRUE,1,"A","A","A=1"
"473","epdz9z6nxn",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"474","epdz9z6nxn",0,"10%","50%","80%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","1",4,TRUE,4,"Au","Au=0","Au=0"
"475","eqp5my1jsd",0,"10%","50%","80%","50%","job",0,0,0,1,"The candidate had skill A","d1","1",1,FALSE,1,"A","A","A=1"
"476","eqp5my1jsd",1,"80%","50%","10%","50%","cook",1,1,1,1,"The chef completed the dessert","d7","1",5,TRUE,1,"A","A","A=1"
"477","esfph6tshn",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill B","d7","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"478","esfph6tshn",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not have skill A","c1","1",2,TRUE,2,"A","A","A=0"
"479","esfph6tshn",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","1",2,TRUE,2,"A","A","A=0"
"480","esfph6tshn",0,"10%","50%","80%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"481","espcowrjxs",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill B","d5","1",7,FALSE,7,"Bu","Bu=1","Bu=1"
"482","espcowrjxs",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate had skill A","c3","1",1,FALSE,1,"A","A","A=1"
"483","espcowrjxs",0,"10%","50%","80%","50%","cook",1,1,0,0,"The chef completed the main dish","c4","1",1,FALSE,1,"A","A","A=1"
"484","ewl62y6jm6",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","1",2,TRUE,6,"B","B","B=0"
"485","ewl62y6jm6",0,"10%","50%","80%","50%","cook",1,1,1,0,"The chef completed the main dish","c5","1",1,TRUE,1,"A","A","A=1"
"486","f5dheq2exm",1,"80%","50%","10%","50%","job",0,1,0,0,"The candidate did not have skill A","c2","1",2,TRUE,6,"B","B","B=0"
"487","f5dheq2exm",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","1",4,TRUE,4,"Au","Au=0","Au=0"
"488","f81b70sfnl",0,"10%","50%","80%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","1",4,TRUE,4,"Au","Au=0","Au=0"
"489","f81b70sfnl",1,"80%","50%","10%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4","1",8,TRUE,4,"Au","Au=0","Au=0"
"490","f81b70sfnl",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","1",2,TRUE,2,"A","A","A=0"
"491","f81b70sfnl",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"492","f81b70sfnl",1,"80%","50%","10%","50%","group",1,1,1,0,"The lecturer talked about the paper","c5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"493","f81b70sfnl",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"494","f8jtuvagxw",0,"10%","50%","80%","50%","group",0,0,0,0,"The lecturer did not attend","c1","1",2,TRUE,2,"A","A","A=0"
"495","f8jtuvagxw",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"496","f8jtuvagxw",1,"80%","50%","10%","50%","group",1,0,0,1,"The lecturer attended","d4","1",1,FALSE,5,"B","B","B=1"
"497","f8jtuvagxw",1,"80%","50%","10%","50%","cook",1,1,0,0,"The chef completed the main dish","c4","1",1,FALSE,5,"B","B","B=1"
"498","fafwtos904",0,"10%","50%","80%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"499","fafwtos904",1,"80%","50%","10%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"500","fafwtos904",1,"80%","50%","10%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","1",6,TRUE,2,"A","A","A=0"
"501","fafwtos904",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1","1",6,TRUE,6,"B","B","B=0"
"502","fafwtos904",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"503","fkwydcmuau",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","1",2,TRUE,6,"B","B","B=0"
"504","fkwydcmuau",1,"80%","50%","10%","50%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"505","fpbtutbx3n",0,"10%","50%","80%","50%","cook",0,0,0,1,"The dessert did not impress the panel","d1","1",8,FALSE,8,"Bu","Bu=0","Bu=0"
"506","fpbtutbx3n",1,"80%","50%","10%","50%","cook",0,1,1,1,"The chef did not complete the main dish","d3","1",2,FALSE,6,"B","B","B=0"
"507","fpbtutbx3n",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","1",2,TRUE,6,"B","B","B=0"
"508","fpbtutbx3n",0,"10%","50%","80%","50%","cook",0,1,0,1,"The dessert did not impress the panel","d2","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"509","frq1aterdd",0,"10%","50%","80%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","1",6,TRUE,6,"B","B","B=0"
"510","frq1aterdd",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate demonstrated skill B","d7","1",7,TRUE,3,"Au","Au=1","Au=1"
"511","frq1aterdd",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"512","frq1aterdd",0,"10%","50%","80%","50%","job",0,0,0,1,"The candidate did not have skill B","d1","1",6,TRUE,6,"B","B","B=0"
"513","fy2vlcp267",0,"10%","50%","80%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","1",4,TRUE,4,"Au","Au=0","Au=0"
"514","fy2vlcp267",1,"80%","50%","10%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","1",7,TRUE,3,"Au","Au=1","Au=1"
"515","fy2vlcp267",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"516","fy2vlcp267",0,"10%","50%","80%","50%","group",1,0,0,0,"The postdoc did not attend","c3","1",6,TRUE,6,"B","B","B=0"
"517","fy2vlcp267",0,"10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","1",4,TRUE,4,"Au","Au=0","Au=0"
"518","g0o439g4sj",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not demonstrate skill B","c3","1",8,FALSE,8,"Bu","Bu=0","Bu=0"
"519","g0o439g4sj",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate demonstrated skill B","d7","1",7,TRUE,3,"Au","Au=1","Au=1"
"520","g0o439g4sj",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","1",2,TRUE,6,"B","B","B=0"
"521","g0o439g4sj",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","1",2,TRUE,6,"B","B","B=0"
"522","g4zm9b2jor",0,"10%","50%","80%","50%","group",0,1,0,0,"The lecturer did not attend","c2","1",2,TRUE,2,"A","A","A=0"
"523","g4zm9b2jor",0,"10%","50%","80%","50%","job",1,0,0,1,"The candidate did not have skill B","d4","1",6,TRUE,6,"B","B","B=0"
"524","g4zm9b2jor",0,"10%","50%","80%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"525","g4zm9b2jor",0,"10%","50%","80%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7","1",3,TRUE,3,"Au","Au=1","Au=1"
"526","g4zm9b2jor",0,"10%","50%","80%","50%","cook",1,1,1,0,"The chef completed the main dish","c5","1",1,TRUE,1,"A","A","A=1"
"527","g70n8hk1g1",0,"10%","50%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","1",2,TRUE,2,"A","A","A=0"
"528","g70n8hk1g1",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"529","gd36xqhbjg",0,"10%","50%","80%","50%","cook",0,1,0,1,"The chef did not complete the main dish","d2","1",2,TRUE,2,"A","A","A=0"
"530","gd36xqhbjg",1,"80%","50%","10%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","1",7,TRUE,3,"Au","Au=1","Au=1"
