"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype"
"1854","k2offxa1n9",0,"10%","70%","80%","50%","group",1,0,1,1,"The lecturer attended","d5"
"1855","k2offxa1n9",0,"10%","70%","80%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6"
"1856","k2offxa1n9",1,"80%","50%","10%","70%","cook",0,1,1,1,"The chef completed the dessert","d3"
"1857","k2offxa1n9",0,"10%","50%","80%","50%","cook",0,1,0,0,"The dessert impressed the panel","c2"
"1858","k5nlfxsdf7",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5"
"1859","k5nlfxsdf7",0,"10%","50%","80%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"1860","k5nlfxsdf7",1,"80%","50%","10%","70%","cook",1,1,0,1,"The dessert did not impress the panel","d6"
"1861","k5nlfxsdf7",0,"10%","50%","80%","50%","group",1,0,0,0,"The postdoc did not attend","c3"
"1862","k5nlfxsdf7",1,"80%","50%","10%","50%","cook",1,1,1,0,"The dessert impressed the panel","c5"
"1863","k5nlfxsdf7",0,"50%","10%","50%","80%","cook",1,1,1,1,"The dessert impressed the panel","d7"
"1864","k5nlfxsdf7",0,"50%","10%","50%","80%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2"
"1865","k5nlfxsdf7",1,"50%","80%","50%","10%","group",0,1,0,0,"The lecturer did not attend","c2"
"1866","k5nlfxsdf7",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4"
"1867","k5nlfxsdf7",0,"10%","50%","80%","50%","job",0,0,0,1,"The candidate did not have skill B","d1"
"1868","k5nlfxsdf7",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not have skill B","c1"
"1869","k5nlfxsdf7",0,"10%","70%","80%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4"
"1870","kay5gmo2wa",0,"50%","10%","50%","80%","group",0,0,0,0,"The postdoc did not talk about the paper","c1"
"1871","kay5gmo2wa",1,"50%","80%","50%","10%","group",0,0,0,1,"The lecturer did not talk about the paper","d1"
"1872","kay5gmo2wa",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"1873","kay5gmo2wa",0,"50%","10%","50%","80%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"1874","kay5gmo2wa",0,"10%","50%","80%","50%","cook",0,1,0,0,"The dessert did not impress the panel","c2"
"1875","kay5gmo2wa",1,"80%","50%","10%","70%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6"
"1876","kay5gmo2wa",1,"50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill A","c5"
"1877","kay5gmo2wa",1,"80%","50%","10%","70%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2"
"1878","kay5gmo2wa",0,"10%","70%","80%","50%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3"
"1879","kay5gmo2wa",1,"50%","80%","50%","10%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4"
"1880","kay5gmo2wa",1,"50%","80%","50%","10%","cook",1,1,0,0,"The main dish did not impress the panel","c4"
"1881","kay5gmo2wa",1,"80%","50%","10%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7"
"1882","kazwao077f",0,"10%","70%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4"
"1883","kazwao077f",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"1884","kazwao077f",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3"
"1885","kazwao077f",1,"50%","80%","50%","10%","cook",0,1,1,1,"The dessert impressed the panel","d3"
"1886","kazwao077f",1,"50%","80%","50%","10%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6"
"1887","kazwao077f",0,"50%","10%","50%","80%","cook",0,0,0,1,"The chef did not complete the dessert","d1"
"1888","kazwao077f",1,"80%","50%","10%","50%","group",0,1,0,0,"The postdoc did not talk about the paper","c2"
"1889","kazwao077f",1,"50%","80%","50%","10%","group",1,1,1,1,"The postdoc talked about the paper","d7"
"1890","kazwao077f",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not demonstrate skill A","c1"
"1891","kazwao077f",0,"50%","10%","50%","80%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2"
"1892","kazwao077f",0,"50%","10%","50%","80%","group",1,1,1,0,"The lecturer talked about the paper","c5"
"1893","kazwao077f",1,"50%","80%","50%","10%","cook",1,0,0,1,"The main dish did not impress the panel","d4"
"1894","kgaw1zm6qa",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer did not talk about the paper","d5"
"1895","kgaw1zm6qa",1,"50%","80%","50%","10%","cook",1,1,1,1,"The main dish impressed the panel","d7"
"1896","kgaw1zm6qa",0,"10%","70%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1"
"1897","kgaw1zm6qa",1,"80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the main dish","d1"
"1898","kgaw1zm6qa",1,"80%","50%","10%","70%","cook",1,0,0,1,"The main dish did not impress the panel","d4"
"1899","kgaw1zm6qa",1,"50%","80%","50%","10%","cook",0,1,0,0,"The main dish did not impress the panel","c2"
"1900","kgaw1zm6qa",0,"50%","10%","50%","80%","group",1,1,0,1,"The postdoc did not talk about the paper","d6"
"1901","kgaw1zm6qa",0,"10%","50%","80%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2"
"1902","kgaw1zm6qa",1,"80%","50%","10%","70%","cook",1,1,1,0,"The chef completed the main dish","c5"
"1903","kgaw1zm6qa",1,"80%","50%","10%","70%","cook",1,0,0,0,"The main dish did not impress the panel","c3"
"1904","kgaw1zm6qa",1,"80%","50%","10%","70%","cook",0,1,1,1,"The chef completed the dessert","d3"
"1905","kgaw1zm6qa",0,"10%","50%","80%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4"
"1906","klcnyq0raa",1,"80%","50%","10%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2"
"1907","klcnyq0raa",0,"10%","70%","80%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4"
"1908","klcnyq0raa",0,"10%","70%","80%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5"
"1909","klcnyq0raa",1,"50%","80%","50%","10%","cook",1,0,1,1,"The main dish impressed the panel","d5"
"1910","klcnyq0raa",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4"
"1911","klcnyq0raa",1,"50%","80%","50%","10%","cook",0,0,0,1,"The chef did not complete the main dish","d1"
"1912","klcnyq0raa",0,"10%","70%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3"
"1913","klcnyq0raa",0,"10%","70%","80%","50%","job",0,0,0,0,"The candidate did not have skill B","c1"
"1914","klcnyq0raa",1,"50%","80%","50%","10%","cook",1,1,0,1,"The dessert did not impress the panel","d6"
"1915","klcnyq0raa",0,"50%","10%","50%","80%","group",1,1,1,1,"The postdoc talked about the paper","d7"
"1916","klcnyq0raa",0,"50%","10%","50%","80%","cook",0,1,1,1,"The dessert impressed the panel","d3"
"1917","klcnyq0raa",1,"50%","80%","50%","10%","job",0,1,0,0,"The candidate did not demonstrate skill B","c2"
"1918","kvw58dx5gl",1,"50%","80%","50%","10%","group",1,0,0,0,"The postdoc did not attend","c3"
"1919","kvw58dx5gl",1,"50%","80%","50%","10%","job",1,0,0,1,"The candidate did not have skill B","d4"
"1920","kvw58dx5gl",0,"10%","50%","80%","50%","cook",1,1,1,0,"The main dish impressed the panel","c5"
"1921","kvw58dx5gl",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2"
"1922","kvw58dx5gl",1,"80%","50%","10%","70%","job",1,1,0,1,"The candidate had skill B","d6"
"1923","kvw58dx5gl",0,"50%","10%","50%","80%","group",0,0,0,0,"The lecturer did not attend","c1"
"1924","kvw58dx5gl",1,"80%","50%","10%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3"
"1925","kvw58dx5gl",0,"50%","10%","50%","80%","cook",0,1,0,1,"The dessert did not impress the panel","d2"
"1926","kvw58dx5gl",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate had skill A","d7"
"1927","kvw58dx5gl",0,"50%","10%","50%","80%","cook",1,1,0,0,"The main dish did not impress the panel","c4"
"1928","kvw58dx5gl",1,"50%","80%","50%","10%","cook",0,0,0,1,"The chef did not complete the main dish","d1"
"1929","kvw58dx5gl",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer attended","d5"
"1930","kx1dp56kk1",0,"50%","10%","50%","80%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"1931","kx1dp56kk1",0,"10%","70%","80%","50%","job",0,0,0,1,"The candidate did not demonstrate skill A","d1"
"1932","kx1dp56kk1",1,"80%","50%","10%","70%","group",1,0,0,0,"The lecturer did not talk about the paper","c3"
"1933","kx1dp56kk1",0,"50%","10%","50%","80%","cook",0,1,0,0,"The chef did not complete the main dish","c2"
"1934","kx1dp56kk1",0,"50%","10%","50%","80%","cook",0,1,0,1,"The chef did not complete the main dish","d2"
"1935","kx1dp56kk1",1,"80%","50%","10%","50%","cook",1,0,0,1,"The chef did not complete the dessert","d4"
"1936","kx1dp56kk1",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate demonstrated skill B","d7"
"1937","kx1dp56kk1",0,"50%","10%","50%","80%","group",1,1,0,0,"The postdoc did not talk about the paper","c4"
"1938","kx1dp56kk1",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6"
"1939","kx1dp56kk1",1,"80%","50%","10%","70%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"1940","kx1dp56kk1",1,"80%","50%","10%","50%","job",0,0,0,0,"The candidate did not demonstrate skill B","c1"
"1941","kx1dp56kk1",1,"80%","50%","10%","70%","job",1,1,1,0,"The candidate demonstrated skill B","c5"
"1942","kxqv9mwcpw",1,"80%","50%","10%","70%","cook",1,1,1,1,"The dessert impressed the panel","d7"
"1943","kxqv9mwcpw",0,"10%","50%","80%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6"
"1944","kxqv9mwcpw",0,"50%","10%","50%","80%","cook",1,1,0,0,"The dessert did not impress the panel","c4"
"1945","kxqv9mwcpw",1,"50%","80%","50%","10%","job",1,0,0,0,"The candidate did not demonstrate skill B","c3"
"1946","kxqv9mwcpw",0,"10%","50%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1"
"1947","kxqv9mwcpw",0,"50%","10%","50%","80%","job",1,0,0,1,"The candidate did not have skill B","d4"
"1948","kxqv9mwcpw",0,"10%","70%","80%","50%","job",0,0,0,1,"The candidate did not have skill B","d1"
"1949","kxqv9mwcpw",1,"80%","50%","10%","50%","cook",1,0,1,1,"The chef completed the main dish","d5"
"1950","kxqv9mwcpw",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate had skill A","c5"
"1951","kxqv9mwcpw",0,"10%","50%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"1952","kxqv9mwcpw",0,"50%","10%","50%","80%","group",0,1,0,0,"The postdoc did not talk about the paper","c2"
"1953","kxqv9mwcpw",1,"80%","50%","10%","70%","group",0,1,0,1,"The postdoc did not talk about the paper","d2"
"1954","ky1q8mlyj1",0,"50%","10%","50%","80%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"1955","ky1q8mlyj1",0,"50%","10%","50%","80%","cook",1,1,0,0,"The main dish did not impress the panel","c4"
"1956","ky1q8mlyj1",1,"80%","50%","10%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2"
"1957","ky1q8mlyj1",1,"50%","80%","50%","10%","cook",1,0,0,0,"The chef did not complete the dessert","c3"
"1958","ky1q8mlyj1",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7"
"1959","ky1q8mlyj1",0,"10%","70%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"1960","ky1q8mlyj1",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6"
"1961","ky1q8mlyj1",1,"50%","80%","50%","10%","group",1,1,1,0,"The lecturer talked about the paper","c5"
"1962","ky1q8mlyj1",0,"10%","70%","80%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4"
"1963","ky1q8mlyj1",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not demonstrate skill B","d1"
"1964","ky1q8mlyj1",1,"80%","50%","10%","70%","group",0,0,0,0,"The lecturer did not attend","c1"
"1965","ky1q8mlyj1",1,"50%","80%","50%","10%","job",0,1,0,0,"The candidate did not demonstrate skill A","c2"
"1966","l4n1kytgt3",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"1967","l4n1kytgt3",0,"50%","10%","50%","80%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6"
"1968","l4n1kytgt3",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1"
"1969","l4n1kytgt3",1,"80%","50%","10%","70%","group",0,1,0,1,"The postdoc did not talk about the paper","d2"
"1970","l4n1kytgt3",1,"80%","50%","10%","70%","group",0,0,0,0,"The lecturer did not attend","c1"
"1971","l4n1kytgt3",0,"50%","10%","50%","80%","job",1,0,0,0,"The candidate did not have skill B","c3"
"1972","l4n1kytgt3",1,"50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill B","c5"
"1973","l4n1kytgt3",0,"10%","50%","80%","50%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4"
"1974","l4n1kytgt3",1,"80%","50%","10%","50%","job",0,1,0,0,"The candidate did not demonstrate skill A","c2"
"1975","l4n1kytgt3",1,"80%","50%","10%","70%","job",1,1,1,1,"The candidate demonstrated skill A","d7"
"1976","l4n1kytgt3",0,"50%","10%","50%","80%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"1977","l4n1kytgt3",1,"50%","80%","50%","10%","cook",1,0,0,1,"The main dish did not impress the panel","d4"
"1978","le17jqsy9b",0,"10%","50%","80%","50%","cook",0,0,0,0,"The chef did not complete the dessert","c1"
"1979","le17jqsy9b",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1"
"1980","le17jqsy9b",0,"10%","50%","80%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4"
"1981","le17jqsy9b",1,"80%","50%","10%","70%","group",0,1,0,0,"The lecturer did not talk about the paper","c2"
"1982","le17jqsy9b",1,"80%","50%","10%","70%","cook",1,0,1,1,"The dessert impressed the panel","d5"
"1983","le17jqsy9b",1,"80%","50%","10%","70%","job",1,1,1,0,"The candidate demonstrated skill B","c5"
"1984","le17jqsy9b",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"1985","le17jqsy9b",1,"80%","50%","10%","70%","job",1,0,0,0,"The candidate did not have skill B","c3"
"1986","le17jqsy9b",0,"10%","50%","80%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2"
"1987","le17jqsy9b",1,"80%","50%","10%","70%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6"
"1988","le17jqsy9b",0,"50%","10%","50%","80%","group",1,1,1,1,"The lecturer talked about the paper","d7"
"1989","le17jqsy9b",1,"50%","80%","50%","10%","cook",1,0,0,1,"The chef did not complete the dessert","d4"
"1990","lezdvmtswn",0,"10%","70%","80%","50%","cook",1,1,1,1,"The chef completed the dessert","d7"
"1991","lezdvmtswn",1,"50%","80%","50%","10%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"1992","lezdvmtswn",1,"50%","80%","50%","10%","job",1,0,0,0,"The candidate did not have skill B","c3"
"1993","lezdvmtswn",0,"50%","10%","50%","80%","cook",1,0,0,1,"The main dish did not impress the panel","d4"
"1994","lezdvmtswn",0,"50%","10%","50%","80%","job",0,1,0,1,"The candidate did not have skill A","d2"
"1995","lezdvmtswn",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer attended","d5"
"1996","lezdvmtswn",0,"50%","10%","50%","80%","cook",0,0,0,1,"The chef did not complete the main dish","d1"
"1997","lezdvmtswn",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate had skill A","c5"
"1998","lezdvmtswn",0,"50%","10%","50%","80%","group",0,1,0,0,"The postdoc did not talk about the paper","c2"
"1999","lezdvmtswn",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6"
"2000","lezdvmtswn",1,"50%","80%","50%","10%","cook",1,1,0,0,"The dessert did not impress the panel","c4"
"2001","lezdvmtswn",0,"50%","10%","50%","80%","cook",0,0,0,0,"The chef did not complete the main dish","c1"
"2002","lgtj8fvsno",1,"50%","80%","50%","10%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6"
"2003","lgtj8fvsno",1,"50%","80%","50%","10%","cook",0,0,0,0,"The chef did not complete the main dish","c1"
"2004","lgtj8fvsno",1,"50%","80%","50%","10%","job",0,1,0,0,"The candidate had skill B","c2"
"2005","lgtj8fvsno",0,"50%","10%","50%","80%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"2006","lgtj8fvsno",0,"50%","10%","50%","80%","group",1,0,1,1,"The lecturer talked about the paper","d5"
"2007","lgtj8fvsno",0,"10%","50%","80%","50%","cook",1,0,0,0,"The main dish did not impress the panel","c3"
"2008","lgtj8fvsno",0,"50%","10%","50%","80%","job",1,1,1,0,"The candidate demonstrated skill B","c5"
"2009","lgtj8fvsno",0,"10%","70%","80%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4"
"2010","lgtj8fvsno",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill A","d7"
"2011","lgtj8fvsno",0,"10%","70%","80%","50%","group",0,1,0,1,"The postdoc attended","d2"
"2012","lgtj8fvsno",0,"10%","70%","80%","50%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4"
"2013","lgtj8fvsno",1,"50%","80%","50%","10%","cook",0,0,0,1,"The main dish did not impress the panel","d1"
"2014","lk0ubcah1v",0,"10%","70%","80%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7"
"2015","lk0ubcah1v",0,"50%","10%","50%","80%","job",0,1,0,0,"The candidate did not have skill A","c2"
"2016","lk0ubcah1v",1,"50%","80%","50%","10%","group",1,1,0,1,"The lecturer did not talk about the paper","d6"
"2017","lk0ubcah1v",1,"50%","80%","50%","10%","group",1,0,0,0,"The postdoc did not attend","c3"
"2018","lk0ubcah1v",0,"10%","70%","80%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4"
"2019","lk0ubcah1v",1,"50%","80%","50%","10%","job",0,0,0,1,"The candidate did not have skill A","d1"
"2020","lk0ubcah1v",1,"50%","80%","50%","10%","group",0,1,0,1,"The lecturer did not attend","d2"
"2021","lk0ubcah1v",0,"10%","70%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1"
"2022","lk0ubcah1v",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"2023","lk0ubcah1v",1,"80%","50%","10%","70%","cook",1,1,0,0,"The main dish did not impress the panel","c4"
"2024","lk0ubcah1v",1,"80%","50%","10%","70%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"2025","lk0ubcah1v",1,"80%","50%","10%","70%","cook",1,1,1,0,"The chef completed the dessert","c5"
"2026","lnqu0k0fqy",0,"50%","10%","50%","80%","job",1,1,1,0,"The candidate demonstrated skill B","c5"
"2027","lnqu0k0fqy",1,"50%","80%","50%","10%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"2028","lnqu0k0fqy",0,"10%","70%","80%","50%","job",0,0,0,1,"The candidate did not demonstrate skill B","d1"
"2029","lnqu0k0fqy",0,"50%","10%","50%","80%","cook",1,0,0,0,"The chef did not complete the dessert","c3"
"2030","lnqu0k0fqy",0,"50%","10%","50%","80%","group",0,1,0,0,"The lecturer did not attend","c2"
"2031","lnqu0k0fqy",0,"10%","50%","80%","50%","group",1,1,0,1,"The postdoc did not talk about the paper","d6"
"2032","lnqu0k0fqy",0,"50%","10%","50%","80%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"2033","lnqu0k0fqy",0,"10%","50%","80%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4"
"2034","lnqu0k0fqy",1,"80%","50%","10%","70%","group",1,1,0,0,"The lecturer did not talk about the paper","c4"
"2035","lnqu0k0fqy",1,"80%","50%","10%","70%","job",1,1,1,1,"The candidate demonstrated skill A","d7"
"2036","lnqu0k0fqy",1,"50%","80%","50%","10%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2"
"2037","lnqu0k0fqy",1,"80%","50%","10%","70%","cook",0,0,0,0,"The chef did not complete the main dish","c1"
"2038","lpdp9047rp",0,"50%","10%","50%","80%","cook",1,1,1,0,"The main dish impressed the panel","c5"
"2039","lpdp9047rp",1,"80%","50%","10%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3"
"2040","lpdp9047rp",0,"50%","10%","50%","80%","cook",0,1,0,0,"The chef completed the main dish","c2"
"2041","lpdp9047rp",1,"80%","50%","10%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4"
"2042","lpdp9047rp",0,"10%","70%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6"
"2043","lpdp9047rp",1,"80%","50%","10%","50%","cook",1,1,1,1,"The chef completed the dessert","d7"
"2044","lpdp9047rp",0,"10%","50%","80%","50%","cook",1,0,0,1,"The chef did not complete the dessert","d4"
"2045","lpdp9047rp",1,"80%","50%","10%","50%","group",0,1,0,1,"The lecturer did not attend","d2"
"2046","lpdp9047rp",0,"10%","70%","80%","50%","job",0,0,0,1,"The candidate did not have skill B","d1"
"2047","lpdp9047rp",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer attended","d5"
"2048","lpdp9047rp",1,"80%","50%","10%","70%","group",0,0,0,0,"The lecturer did not attend","c1"
"2049","lpdp9047rp",1,"50%","80%","50%","10%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3"
"2050","lva6pajn7b",1,"80%","50%","10%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4"
"2051","lva6pajn7b",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1"
"2052","lva6pajn7b",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer attended","d5"
"2053","lva6pajn7b",0,"10%","50%","80%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3"
"2054","lva6pajn7b",0,"10%","50%","80%","50%","cook",0,1,0,1,"The chef did not complete the main dish","d2"
"2055","lva6pajn7b",1,"80%","50%","10%","50%","job",0,0,0,0,"The candidate did not have skill A","c1"
"2056","lva6pajn7b",0,"10%","70%","80%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7"
"2057","lva6pajn7b",0,"10%","50%","80%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4"
"2058","lva6pajn7b",0,"50%","10%","50%","80%","cook",1,1,0,1,"The main dish did not impress the panel","d6"
"2059","lva6pajn7b",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"2060","lva6pajn7b",0,"50%","10%","50%","80%","group",0,1,0,0,"The lecturer did not attend","c2"
"2061","lva6pajn7b",0,"50%","10%","50%","80%","job",1,1,1,0,"The candidate demonstrated skill A","c5"
"2062","lvwhpnhhz2",0,"50%","10%","50%","80%","job",1,0,0,1,"The candidate had skill A","d4"
"2063","lvwhpnhhz2",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"2064","lvwhpnhhz2",0,"50%","10%","50%","80%","group",1,0,1,1,"The lecturer talked about the paper","d5"
"2065","lvwhpnhhz2",0,"10%","50%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2"
"2066","lvwhpnhhz2",0,"10%","50%","80%","50%","cook",1,1,1,0,"The dessert impressed the panel","c5"
"2067","lvwhpnhhz2",0,"10%","50%","80%","50%","job",0,1,0,0,"The candidate did not have skill B","c2"
"2068","lvwhpnhhz2",0,"10%","70%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1"
"2069","lvwhpnhhz2",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not demonstrate skill A","d1"
"2070","lvwhpnhhz2",0,"50%","10%","50%","80%","group",1,1,0,0,"The postdoc did not talk about the paper","c4"
"2071","lvwhpnhhz2",1,"50%","80%","50%","10%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6"
"2072","lvwhpnhhz2",1,"50%","80%","50%","10%","cook",1,1,1,1,"The main dish impressed the panel","d7"
"2073","lvwhpnhhz2",0,"50%","10%","50%","80%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3"
"2074","mae905ubh7",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6"
"2075","mdw6h0o487",0,"10%","70%","80%","50%","job",0,1,0,0,"The candidate had skill B","c2"
"2076","mdw6h0o487",1,"80%","50%","10%","70%","group",1,1,1,0,"The postdoc attended","c5"
"2077","mdw6h0o487",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not have skill B","c1"
"2078","mdw6h0o487",0,"10%","70%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2"
"2079","mdw6h0o487",0,"10%","50%","80%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"2080","mdw6h0o487",0,"10%","50%","80%","50%","cook",1,0,0,1,"The main dish impressed the panel","d4"
"2081","mdw6h0o487",1,"80%","50%","10%","70%","cook",1,0,0,0,"The chef did not complete the dessert","c3"
"2082","mdw6h0o487",0,"50%","10%","50%","80%","job",0,0,0,1,"The candidate did not have skill B","d1"
"2083","mdw6h0o487",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer attended","d5"
"2084","mdw6h0o487",0,"50%","10%","50%","80%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4"
"2085","mdw6h0o487",0,"10%","70%","80%","50%","group",1,1,1,1,"The lecturer attended","d7"
"2086","mdw6h0o487",0,"10%","50%","80%","50%","cook",1,1,0,1,"The chef completed the dessert","d6"
"2087","mmgq1v5fa6",0,"50%","10%","50%","80%","cook",0,0,0,0,"The chef did not complete the main dish","c1"
"2088","mmgq1v5fa6",0,"10%","70%","80%","50%","cook",1,1,1,1,"The chef completed the dessert","d7"
"2089","mmgq1v5fa6",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1"
"2090","mmgq1v5fa6",0,"10%","70%","80%","50%","group",1,1,1,0,"The lecturer attended","c5"
"2091","mmgq1v5fa6",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2"
"2092","mmgq1v5fa6",0,"10%","50%","80%","50%","cook",0,1,0,1,"The dessert did not impress the panel","d2"
"2093","mmgq1v5fa6",0,"10%","70%","80%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4"
"2094","mmgq1v5fa6",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc attended","d3"
"2095","mmgq1v5fa6",1,"80%","50%","10%","70%","cook",1,0,0,1,"The main dish did not impress the panel","d4"
"2096","mmgq1v5fa6",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate had skill A","d5"
"2097","mmgq1v5fa6",0,"10%","50%","80%","50%","cook",1,0,0,0,"The main dish did not impress the panel","c3"
"2098","mmgq1v5fa6",1,"80%","50%","10%","70%","job",1,1,0,1,"The candidate demonstrated skill A","d6"
"2099","mou29fwrf1",0,"10%","70%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6"
"2100","mou29fwrf1",0,"10%","70%","80%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4"
