"","mindsCode","situTag","Preference","Knowledge","Character","Start","short_vis","long_vis","short_inv","long_inv"
"705","M006548","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,3,3,1
"706","M006548","1110","Hot dogs","Yes","Sporty","Pizza visible",2,3,7,6
"707","M006548","0100","Absent","Yes","Lazy","Pizza visible",7,2,6,2
"708","M006548","1000","Hot dogs","No","Lazy","Pizza visible",7,2,5,3
"709","M006548","0001","Absent","No","Lazy","Hot dogs visible",7,3,4,3
"710","M006548","0000","Absent","No","Lazy","Pizza visible",7,3,3,2
"711","M006548","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,4,6,3
"712","M006548","1010","Hot dogs","No","Sporty","Pizza visible",3,2,6,7
"713","M006548","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,7,2
"714","M006548","1001","Hot dogs","No","Lazy","Hot dogs visible",7,3,4,1
"715","M006548","1011","Hot dogs","No","Sporty","Hot dogs visible",6,6,3,1
"716","M006548","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,6,1
"717","M006548","0011","Absent","No","Sporty","Hot dogs visible",4,2,4,4
"718","M006548","0010","Absent","No","Sporty","Pizza visible",3,4,5,5
"719","M006548","0111","Absent","Yes","Sporty","Hot dogs visible",5,5,5,5
"720","M006548","0110","Absent","Yes","Sporty","Pizza visible",4,4,5,5
"721","M129126","0011","Absent","No","Sporty","Hot dogs visible",3,5,4,3
"722","M129126","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,6,1
"723","M129126","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,4,1
"724","M129126","0001","Absent","No","Lazy","Hot dogs visible",7,2,2,1
"725","M129126","0000","Absent","No","Lazy","Pizza visible",7,1,2,1
"726","M129126","1011","Hot dogs","No","Sporty","Hot dogs visible",4,5,3,1
"727","M129126","1000","Hot dogs","No","Lazy","Pizza visible",5,1,3,3
"728","M129126","1010","Hot dogs","No","Sporty","Pizza visible",4,1,5,2
"729","M129126","0111","Absent","Yes","Sporty","Hot dogs visible",3,4,3,6
"730","M129126","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,5,1,1
"731","M129126","0110","Absent","Yes","Sporty","Pizza visible",3,5,3,5
"732","M129126","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"733","M129126","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,1,1
"734","M129126","1110","Hot dogs","Yes","Sporty","Pizza visible",1,2,4,5
"735","M129126","0100","Absent","Yes","Lazy","Pizza visible",6,1,5,1
"736","M129126","0010","Absent","No","Sporty","Pizza visible",3,3,4,3
"737","M025532","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,3,1,1
"738","M025532","0111","Absent","Yes","Sporty","Hot dogs visible",7,4,6,6
"739","M025532","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,7,3
"740","M025532","1010","Hot dogs","No","Sporty","Pizza visible",3,4,7,5
"741","M025532","1011","Hot dogs","No","Sporty","Hot dogs visible",7,5,4,4
"742","M025532","0100","Absent","Yes","Lazy","Pizza visible",7,2,7,3
"743","M025532","0001","Absent","No","Lazy","Hot dogs visible",7,3,7,4
"744","M025532","1000","Hot dogs","No","Lazy","Pizza visible",5,2,5,3
"745","M025532","0000","Absent","No","Lazy","Pizza visible",7,2,6,4
"746","M025532","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,5,3,4
"747","M025532","0110","Absent","Yes","Sporty","Pizza visible",7,3,6,4
"748","M025532","1001","Hot dogs","No","Lazy","Hot dogs visible",7,2,4,1
"749","M025532","1110","Hot dogs","Yes","Sporty","Pizza visible",3,3,7,5
"750","M025532","0101","Absent","Yes","Lazy","Hot dogs visible",7,3,6,2
"751","M025532","0011","Absent","No","Sporty","Hot dogs visible",6,5,6,5
"752","M025532","0010","Absent","No","Sporty","Pizza visible",7,4,7,4
"753","M022949","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,3,1
"754","M022949","0010","Absent","No","Sporty","Pizza visible",3,1,5,5
"755","M022949","0111","Absent","Yes","Sporty","Hot dogs visible",3,6,5,5
"756","M022949","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,5,2
"757","M022949","1000","Hot dogs","No","Lazy","Pizza visible",5,1,4,3
"758","M022949","1111","Hot dogs","Yes","Sporty","Hot dogs visible",3,7,1,1
"759","M022949","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,5,7
"760","M022949","0011","Absent","No","Sporty","Hot dogs visible",1,5,5,5
"761","M022949","0001","Absent","No","Lazy","Hot dogs visible",7,1,5,2
"762","M022949","0110","Absent","Yes","Sporty","Pizza visible",1,6,3,6
"763","M022949","1011","Hot dogs","No","Sporty","Hot dogs visible",6,7,1,3
"764","M022949","1100","Hot dogs","Yes","Lazy","Pizza visible",3,1,7,1
"765","M022949","0000","Absent","No","Lazy","Pizza visible",7,1,5,1
"766","M022949","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"767","M022949","0100","Absent","Yes","Lazy","Pizza visible",7,1,5,1
"768","M022949","1010","Hot dogs","No","Sporty","Pizza visible",4,1,6,5
"769","M056010","1001","Hot dogs","No","Lazy","Hot dogs visible",6,1,5,2
"770","M056010","0111","Absent","Yes","Sporty","Hot dogs visible",2,5,3,4
"771","M056010","0000","Absent","No","Lazy","Pizza visible",6,1,1,1
"772","M056010","1110","Hot dogs","Yes","Sporty","Pizza visible",2,6,4,2
"773","M056010","0100","Absent","Yes","Lazy","Pizza visible",6,1,2,1
"774","M056010","0010","Absent","No","Sporty","Pizza visible",2,4,3,4
"775","M056010","1100","Hot dogs","Yes","Lazy","Pizza visible",6,1,2,2
"776","M056010","1111","Hot dogs","Yes","Sporty","Hot dogs visible",2,3,1,5
"777","M056010","1011","Hot dogs","No","Sporty","Hot dogs visible",3,5,1,4
"778","M056010","0001","Absent","No","Lazy","Hot dogs visible",6,1,5,1
"779","M056010","1010","Hot dogs","No","Sporty","Pizza visible",1,6,2,5
"780","M056010","0101","Absent","Yes","Lazy","Hot dogs visible",5,1,1,1
"781","M056010","0011","Absent","No","Sporty","Hot dogs visible",1,6,3,5
"782","M056010","1000","Hot dogs","No","Lazy","Pizza visible",5,1,2,2
"783","M056010","0110","Absent","Yes","Sporty","Pizza visible",1,7,2,6
"784","M056010","1101","Hot dogs","Yes","Lazy","Hot dogs visible",3,1,6,1
"785","M890052","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"786","M890052","1100","Hot dogs","Yes","Lazy","Pizza visible",2,1,7,2
"787","M890052","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,4,1,1
"788","M890052","1010","Hot dogs","No","Sporty","Pizza visible",2,1,6,5
"789","M890052","0000","Absent","No","Lazy","Pizza visible",6,2,6,2
"790","M890052","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,1,0
"791","M890052","0100","Absent","Yes","Lazy","Pizza visible",7,1,6,1
"792","M890052","0001","Absent","No","Lazy","Hot dogs visible",7,1,6,2
"793","M890052","0111","Absent","Yes","Sporty","Hot dogs visible",7,2,7,3
"794","M890052","1110","Hot dogs","Yes","Sporty","Pizza visible",2,1,7,5
"795","M890052","0110","Absent","Yes","Sporty","Pizza visible",6,1,6,2
"796","M890052","1000","Hot dogs","No","Lazy","Pizza visible",2,1,7,2
"797","M890052","1011","Hot dogs","No","Sporty","Hot dogs visible",6,2,5,4
"798","M890052","0010","Absent","No","Sporty","Pizza visible",7,1,6,5
"799","M890052","0011","Absent","No","Sporty","Hot dogs visible",6,2,6,6
"800","M890052","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,6,1
"801","M996266","0001","Absent","No","Lazy","Hot dogs visible",5,1,4,1
"802","M996266","0010","Absent","No","Sporty","Pizza visible",4,5,6,5
"803","M996266","0110","Absent","Yes","Sporty","Pizza visible",6,5,5,5
"804","M996266","0000","Absent","No","Lazy","Pizza visible",7,1,5,1
"805","M996266","1110","Hot dogs","Yes","Sporty","Pizza visible",6,6,4,4
"806","M996266","1010","Hot dogs","No","Sporty","Pizza visible",6,5,4,4
"807","M996266","0111","Absent","Yes","Sporty","Hot dogs visible",5,5,6,5
"808","M996266","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,5,6
"809","M996266","1100","Hot dogs","Yes","Lazy","Pizza visible",7,4,2,1
"810","M996266","1001","Hot dogs","No","Lazy","Hot dogs visible",1,1,5,2
"811","M996266","1101","Hot dogs","Yes","Lazy","Hot dogs visible",1,1,5,3
"812","M996266","0100","Absent","Yes","Lazy","Pizza visible",6,1,5,6
"813","M996266","1000","Hot dogs","No","Lazy","Pizza visible",6,4,5,2
"814","M996266","0011","Absent","No","Sporty","Hot dogs visible",6,4,5,4
"815","M996266","1011","Hot dogs","No","Sporty","Hot dogs visible",6,5,5,5
"816","M996266","1111","Hot dogs","Yes","Sporty","Hot dogs visible",6,5,5,6
"817","M761164","1011","Hot dogs","No","Sporty","Hot dogs visible",7,5,3,1
"818","M761164","0011","Absent","No","Sporty","Hot dogs visible",2,5,4,4
"819","M761164","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,7,2,2
"820","M761164","0010","Absent","No","Sporty","Pizza visible",2,4,3,5
"821","M761164","1000","Hot dogs","No","Lazy","Pizza visible",5,1,5,3
"822","M761164","1001","Hot dogs","No","Lazy","Hot dogs visible",7,3,4,1
"823","M761164","0111","Absent","Yes","Sporty","Hot dogs visible",3,6,3,5
"824","M761164","1100","Hot dogs","Yes","Lazy","Pizza visible",3,1,5,1
"825","M761164","1010","Hot dogs","No","Sporty","Pizza visible",1,2,5,6
"826","M761164","0100","Absent","Yes","Lazy","Pizza visible",7,1,4,1
"827","M761164","0001","Absent","No","Lazy","Hot dogs visible",6,3,6,3
"828","M761164","0000","Absent","No","Lazy","Pizza visible",7,1,5,3
"829","M761164","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,7,2
"830","M761164","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"831","M761164","0110","Absent","Yes","Sporty","Pizza visible",2,7,3,5
"832","M761164","1110","Hot dogs","Yes","Sporty","Pizza visible",1,5,4,7
"833","M565788","0010","Absent","No","Sporty","Pizza visible",2,1,5,3
"834","M565788","0100","Absent","Yes","Lazy","Pizza visible",7,1,6,4
"835","M565788","1001","Hot dogs","No","Lazy","Hot dogs visible",1,2,5,3
"836","M565788","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,4,1,1
"837","M565788","1100","Hot dogs","Yes","Lazy","Pizza visible",1,7,7,1
"838","M565788","0110","Absent","Yes","Sporty","Pizza visible",7,1,7,4
"839","M565788","1010","Hot dogs","No","Sporty","Pizza visible",7,1,7,3
"840","M565788","0111","Absent","Yes","Sporty","Hot dogs visible",7,1,7,1
"841","M565788","0000","Absent","No","Lazy","Pizza visible",7,1,6,1
"842","M565788","0011","Absent","No","Sporty","Hot dogs visible",7,1,6,2
"843","M565788","1011","Hot dogs","No","Sporty","Hot dogs visible",7,1,5,1
"844","M565788","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,5,3
"845","M565788","1000","Hot dogs","No","Lazy","Pizza visible",7,1,6,1
"846","M565788","1110","Hot dogs","Yes","Sporty","Pizza visible",7,1,7,4
"847","M565788","1111","Hot dogs","Yes","Sporty","Hot dogs visible",6,1,6,3
"848","M565788","0001","Absent","No","Lazy","Hot dogs visible",7,1,7,3
"849","M909198","0100","Absent","Yes","Lazy","Pizza visible",7,1,5,2
"850","M909198","0010","Absent","No","Sporty","Pizza visible",7,1,4,1
"851","M909198","0110","Absent","Yes","Sporty","Pizza visible",7,1,5,2
"852","M909198","1110","Hot dogs","Yes","Sporty","Pizza visible",7,1,5,2
"853","M909198","1010","Hot dogs","No","Sporty","Pizza visible",7,1,5,2
"854","M909198","1011","Hot dogs","No","Sporty","Hot dogs visible",6,1,5,2
"855","M909198","1001","Hot dogs","No","Lazy","Hot dogs visible",6,1,5,2
"856","M909198","1000","Hot dogs","No","Lazy","Pizza visible",7,1,5,2
"857","M909198","0111","Absent","Yes","Sporty","Hot dogs visible",6,2,6,2
"858","M909198","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,1,6,2
"859","M909198","0000","Absent","No","Lazy","Pizza visible",7,1,6,2
"860","M909198","0011","Absent","No","Sporty","Hot dogs visible",6,1,5,2
"861","M909198","1100","Hot dogs","Yes","Lazy","Pizza visible",7,1,6,2
"862","M909198","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,2,6,2
"863","M909198","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,6,2
"864","M909198","0001","Absent","No","Lazy","Hot dogs visible",7,1,6,2
"865","M953608","1111","Hot dogs","Yes","Sporty","Hot dogs visible",2,1,6,7
"866","M953608","1010","Hot dogs","No","Sporty","Pizza visible",7,3,1,1
"867","M953608","0011","Absent","No","Sporty","Hot dogs visible",4,3,4,2
"868","M953608","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,4,1
"869","M953608","0110","Absent","Yes","Sporty","Pizza visible",2,7,3,6
"870","M953608","0111","Absent","Yes","Sporty","Hot dogs visible",4,6,3,5
"871","M953608","1110","Hot dogs","Yes","Sporty","Pizza visible",0,0,0,0
"872","M953608","0001","Absent","No","Lazy","Hot dogs visible",7,1,4,2
"873","M953608","1011","Hot dogs","No","Sporty","Hot dogs visible",5,4,4,3
"874","M953608","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,2,1,1
"875","M953608","1001","Hot dogs","No","Lazy","Hot dogs visible",7,2,2,1
"876","M953608","1000","Hot dogs","No","Lazy","Pizza visible",4,3,4,3
"877","M953608","0010","Absent","No","Sporty","Pizza visible",3,3,4,4
"878","M953608","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,7,3
"879","M953608","0100","Absent","Yes","Lazy","Pizza visible",7,1,3,1
"880","M953608","0000","Absent","No","Lazy","Pizza visible",7,1,3,3
"881","M273009","1010","Hot dogs","No","Sporty","Pizza visible",5,3,5,3
"882","M273009","1011","Hot dogs","No","Sporty","Hot dogs visible",4,2,3,3
"883","M273009","0111","Absent","Yes","Sporty","Hot dogs visible",5,3,4,3
"884","M273009","1001","Hot dogs","No","Lazy","Hot dogs visible",4,2,5,3
"885","M273009","0000","Absent","No","Lazy","Pizza visible",5,2,4,1
"886","M273009","0100","Absent","Yes","Lazy","Pizza visible",6,2,3,2
"887","M273009","1000","Hot dogs","No","Lazy","Pizza visible",5,2,4,3
"888","M273009","0101","Absent","Yes","Lazy","Hot dogs visible",5,3,4,3
"889","M273009","1110","Hot dogs","Yes","Sporty","Pizza visible",5,2,5,3
"890","M273009","1101","Hot dogs","Yes","Lazy","Hot dogs visible",5,2,3,2
"891","M273009","0110","Absent","Yes","Sporty","Pizza visible",5,2,3,2
"892","M273009","1100","Hot dogs","Yes","Lazy","Pizza visible",4,2,3,2
"893","M273009","0001","Absent","No","Lazy","Hot dogs visible",4,2,3,2
"894","M273009","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,2,4,2
"895","M273009","0010","Absent","No","Sporty","Pizza visible",5,2,4,2
"896","M273009","0011","Absent","No","Sporty","Hot dogs visible",4,2,5,2
"897","M001177","0011","Absent","No","Sporty","Hot dogs visible",3,4,3,4
"898","M001177","1001","Hot dogs","No","Lazy","Hot dogs visible",6,4,1,1
"899","M001177","1000","Hot dogs","No","Lazy","Pizza visible",6,1,5,2
"900","M001177","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,3,1
"901","M001177","0000","Absent","No","Lazy","Pizza visible",6,1,3,2
"902","M001177","0010","Absent","No","Sporty","Pizza visible",1,6,4,6
"903","M001177","1010","Hot dogs","No","Sporty","Pizza visible",3,1,5,5
"904","M001177","0110","Absent","Yes","Sporty","Pizza visible",1,6,2,6
"905","M001177","0111","Absent","Yes","Sporty","Hot dogs visible",1,5,2,5
"906","M001177","0101","Absent","Yes","Lazy","Hot dogs visible",5,1,5,2
"907","M001177","0100","Absent","Yes","Lazy","Pizza visible",6,1,4,1
"908","M001177","0001","Absent","No","Lazy","Hot dogs visible",6,1,3,2
"909","M001177","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,6,1,3
"910","M001177","1011","Hot dogs","No","Sporty","Hot dogs visible",3,5,2,2
"911","M001177","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,6,2
"912","M001177","1110","Hot dogs","Yes","Sporty","Pizza visible",1,2,4,5
"913","M024817","0111","Absent","Yes","Sporty","Hot dogs visible",7,1,7,1
"914","M024817","0001","Absent","No","Lazy","Hot dogs visible",7,1,7,1
"915","M024817","0000","Absent","No","Lazy","Pizza visible",7,1,1,1
"916","M024817","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,1,1
"917","M024817","0110","Absent","Yes","Sporty","Pizza visible",2,4,7,7
"918","M024817","0011","Absent","No","Sporty","Hot dogs visible",2,5,3,7
"919","M024817","1100","Hot dogs","Yes","Lazy","Pizza visible",1,1,7,1
"920","M024817","1111","Hot dogs","Yes","Sporty","Hot dogs visible",3,4,1,1
"921","M024817","0010","Absent","No","Sporty","Pizza visible",1,7,5,7
"922","M024817","0100","Absent","Yes","Lazy","Pizza visible",7,1,7,1
"923","M024817","1010","Hot dogs","No","Sporty","Pizza visible",1,1,5,7
"924","M024817","1011","Hot dogs","No","Sporty","Hot dogs visible",2,7,1,1
"925","M024817","1000","Hot dogs","No","Lazy","Pizza visible",4,1,7,4
"926","M024817","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,1,1
"927","M024817","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,4,7
"928","M024817","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"929","M811719","0011","Absent","No","Sporty","Hot dogs visible",7,7,5,5
"930","M811719","1001","Hot dogs","No","Lazy","Hot dogs visible",7,3,5,6
"931","M811719","1110","Hot dogs","Yes","Sporty","Pizza visible",7,3,7,4
"932","M811719","0110","Absent","Yes","Sporty","Pizza visible",7,7,7,7
"933","M811719","0100","Absent","Yes","Lazy","Pizza visible",7,5,4,4
"934","M811719","1100","Hot dogs","Yes","Lazy","Pizza visible",7,3,5,4
"935","M811719","1000","Hot dogs","No","Lazy","Pizza visible",7,3,7,6
"936","M811719","0111","Absent","Yes","Sporty","Hot dogs visible",7,7,6,4
"937","M811719","1111","Hot dogs","Yes","Sporty","Hot dogs visible",2,3,5,6
"938","M811719","0101","Absent","Yes","Lazy","Hot dogs visible",4,5,6,5
"939","M811719","0001","Absent","No","Lazy","Hot dogs visible",7,6,7,4
"940","M811719","1010","Hot dogs","No","Sporty","Pizza visible",7,5,5,5
"941","M811719","0010","Absent","No","Sporty","Pizza visible",6,4,6,2
"942","M811719","0000","Absent","No","Lazy","Pizza visible",7,4,5,2
"943","M811719","1101","Hot dogs","Yes","Lazy","Hot dogs visible",6,4,7,6
"944","M811719","1011","Hot dogs","No","Sporty","Hot dogs visible",5,5,6,3
"945","M015369","1100","Hot dogs","Yes","Lazy","Pizza visible",1,1,7,2
"946","M015369","1000","Hot dogs","No","Lazy","Pizza visible",2,2,0,3
"947","M015369","0011","Absent","No","Sporty","Hot dogs visible",3,5,5,5
"948","M015369","0110","Absent","Yes","Sporty","Pizza visible",3,6,4,6
"949","M015369","0111","Absent","Yes","Sporty","Hot dogs visible",4,6,4,6
"950","M015369","0010","Absent","No","Sporty","Pizza visible",2,7,5,6
"951","M015369","1011","Hot dogs","No","Sporty","Hot dogs visible",4,7,1,2
"952","M015369","0001","Absent","No","Lazy","Hot dogs visible",7,1,4,1
"953","M015369","1010","Hot dogs","No","Sporty","Pizza visible",1,1,4,7
"954","M015369","1001","Hot dogs","No","Lazy","Hot dogs visible",4,6,1,1
"955","M015369","0000","Absent","No","Lazy","Pizza visible",7,1,4,1
"956","M015369","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,5,7
"957","M015369","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,7,1,1
"958","M015369","0100","Absent","Yes","Lazy","Pizza visible",7,1,3,1
"959","M015369","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,5,2
"960","M015369","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,2,1
"961","M299845","1000","Hot dogs","No","Lazy","Pizza visible",1,7,5,4
"962","M299845","1111","Hot dogs","Yes","Sporty","Hot dogs visible",6,1,2,2
"963","M299845","1110","Hot dogs","Yes","Sporty","Pizza visible",1,7,7,3
"964","M299845","1011","Hot dogs","No","Sporty","Hot dogs visible",7,1,1,7
"965","M299845","0101","Absent","Yes","Lazy","Hot dogs visible",7,2,7,3
"966","M299845","0000","Absent","No","Lazy","Pizza visible",6,1,4,1
"967","M299845","0100","Absent","Yes","Lazy","Pizza visible",7,1,5,2
"968","M299845","0111","Absent","Yes","Sporty","Hot dogs visible",7,4,5,3
"969","M299845","0110","Absent","Yes","Sporty","Pizza visible",7,1,5,4
"970","M299845","1100","Hot dogs","Yes","Lazy","Pizza visible",7,1,5,3
"971","M299845","1010","Hot dogs","No","Sporty","Pizza visible",7,1,5,3
"972","M299845","0011","Absent","No","Sporty","Hot dogs visible",6,1,5,2
"973","M299845","0001","Absent","No","Lazy","Hot dogs visible",6,1,6,2
"974","M299845","1101","Hot dogs","Yes","Lazy","Hot dogs visible",6,1,5,2
"975","M299845","0010","Absent","No","Sporty","Pizza visible",7,1,5,3
"976","M299845","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,6,3
"977","M390113","1110","Hot dogs","Yes","Sporty","Pizza visible",7,5,3,3
"978","M390113","0000","Absent","No","Lazy","Pizza visible",7,1,3,1
"979","M390113","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,3,1
"980","M390113","0010","Absent","No","Sporty","Pizza visible",6,3,4,4
"981","M390113","1100","Hot dogs","Yes","Lazy","Pizza visible",5,1,4,2
"982","M390113","0110","Absent","Yes","Sporty","Pizza visible",6,3,5,4
"983","M390113","0100","Absent","Yes","Lazy","Pizza visible",7,2,6,3
"984","M390113","0101","Absent","Yes","Lazy","Hot dogs visible",7,2,6,3
"985","M390113","1011","Hot dogs","No","Sporty","Hot dogs visible",7,2,3,1
"986","M390113","1010","Hot dogs","No","Sporty","Pizza visible",3,2,6,4
"987","M390113","1000","Hot dogs","No","Lazy","Pizza visible",5,6,6,3
"988","M390113","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,2,2,2
"989","M390113","0111","Absent","Yes","Sporty","Hot dogs visible",5,4,6,5
"990","M390113","0001","Absent","No","Lazy","Hot dogs visible",7,3,6,4
"991","M390113","1001","Hot dogs","No","Lazy","Hot dogs visible",7,5,7,6
"992","M390113","0011","Absent","No","Sporty","Hot dogs visible",4,5,5,6
"993","M092703","0110","Absent","Yes","Sporty","Pizza visible",5,6,1,1
"994","M092703","0111","Absent","Yes","Sporty","Hot dogs visible",3,4,4,5
"995","M092703","0010","Absent","No","Sporty","Pizza visible",2,6,4,5
"996","M092703","0100","Absent","Yes","Lazy","Pizza visible",7,2,5,2
"997","M092703","1111","Hot dogs","Yes","Sporty","Hot dogs visible",5,6,1,3
"998","M092703","0011","Absent","No","Sporty","Hot dogs visible",2,4,5,6
"999","M092703","1110","Hot dogs","Yes","Sporty","Pizza visible",1,3,5,6
"1000","M092703","1000","Hot dogs","No","Lazy","Pizza visible",3,1,5,3
"1001","M092703","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,5,2
"1002","M092703","1001","Hot dogs","No","Lazy","Hot dogs visible",7,4,1,1
"1003","M092703","1010","Hot dogs","No","Sporty","Pizza visible",1,2,6,6
"1004","M092703","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,3,2,1
"1005","M092703","0000","Absent","No","Lazy","Pizza visible",6,2,5,3
"1006","M092703","1100","Hot dogs","Yes","Lazy","Pizza visible",3,1,7,1
"1007","M092703","0001","Absent","No","Lazy","Hot dogs visible",5,1,4,3
"1008","M092703","1011","Hot dogs","No","Sporty","Hot dogs visible",4,6,1,2
"1009","M623490","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,2,5,2
"1010","M623490","0000","Absent","No","Lazy","Pizza visible",7,1,6,2
"1011","M623490","0110","Absent","Yes","Sporty","Pizza visible",2,6,4,4
"1012","M623490","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,5,1
"1013","M623490","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,5,6
"1014","M623490","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,4,2
"1015","M623490","0001","Absent","No","Lazy","Hot dogs visible",6,2,5,2
"1016","M623490","0100","Absent","Yes","Lazy","Pizza visible",7,2,5,3
"1017","M623490","1101","Hot dogs","Yes","Lazy","Hot dogs visible",6,2,2,3
"1018","M623490","0010","Absent","No","Sporty","Pizza visible",4,4,5,5
"1019","M623490","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,4,3
"1020","M623490","0011","Absent","No","Sporty","Hot dogs visible",4,5,3,4
"1021","M623490","1000","Hot dogs","No","Lazy","Pizza visible",4,1,6,3
"1022","M623490","1011","Hot dogs","No","Sporty","Hot dogs visible",6,6,2,1
"1023","M623490","0111","Absent","Yes","Sporty","Hot dogs visible",4,4,4,5
"1024","M623490","1010","Hot dogs","No","Sporty","Pizza visible",1,1,6,6
"1025","M781651","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,2,1
"1026","M781651","1000","Hot dogs","No","Lazy","Pizza visible",2,1,4,4
"1027","M781651","0001","Absent","No","Lazy","Hot dogs visible",3,3,4,4
"1028","M781651","0110","Absent","Yes","Sporty","Pizza visible",4,4,5,5
"1029","M781651","0010","Absent","No","Sporty","Pizza visible",2,3,3,5
"1030","M781651","0101","Absent","Yes","Lazy","Hot dogs visible",2,5,2,5
"1031","M781651","1010","Hot dogs","No","Sporty","Pizza visible",1,1,5,4
"1032","M781651","0000","Absent","No","Lazy","Pizza visible",4,1,6,5
"1033","M781651","1011","Hot dogs","No","Sporty","Hot dogs visible",0,1,0,4
"1034","M781651","0011","Absent","No","Sporty","Hot dogs visible",4,4,5,1
"1035","M781651","0111","Absent","Yes","Sporty","Hot dogs visible",3,4,6,5
"1036","M781651","0100","Absent","Yes","Lazy","Pizza visible",2,3,5,4
"1037","M781651","1110","Hot dogs","Yes","Sporty","Pizza visible",4,3,5,3
"1038","M781651","1100","Hot dogs","Yes","Lazy","Pizza visible",1,4,5,5
"1039","M781651","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,7,2,3
"1040","M781651","1001","Hot dogs","No","Lazy","Hot dogs visible",3,5,5,4
"1041","M099299","1000","Hot dogs","No","Lazy","Pizza visible",6,1,5,2
"1042","M099299","0100","Absent","Yes","Lazy","Pizza visible",7,1,3,2
"1043","M099299","0110","Absent","Yes","Sporty","Pizza visible",5,5,6,5
"1044","M099299","1111","Hot dogs","Yes","Sporty","Hot dogs visible",6,6,2,3
"1045","M099299","0011","Absent","No","Sporty","Hot dogs visible",6,3,6,5
"1046","M099299","1100","Hot dogs","Yes","Lazy","Pizza visible",5,1,6,3
"1047","M099299","1010","Hot dogs","No","Sporty","Pizza visible",4,2,6,5
"1048","M099299","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,4,2
"1049","M099299","0000","Absent","No","Lazy","Pizza visible",7,2,5,3
"1050","M099299","1110","Hot dogs","Yes","Sporty","Pizza visible",2,2,5,6
"1051","M099299","1011","Hot dogs","No","Sporty","Hot dogs visible",6,6,5,2
"1052","M099299","0010","Absent","No","Sporty","Pizza visible",4,6,5,5
"1053","M099299","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,2,1
"1054","M099299","1001","Hot dogs","No","Lazy","Hot dogs visible",7,2,2,1
"1055","M099299","0111","Absent","Yes","Sporty","Hot dogs visible",5,6,5,6
